"Pos","Id_pl","Name","Surname","Country","Pts","Date"
28,10,"Goran","Ivanisevic","CRO",759,"1997-01-20"
29,59,"Patrick","Rafter","AUS",679,"1997-01-20"
30,39,"Hicham","Arazi","MAR",596,"1997-01-20"
31,33,"Javier","Frana","ARG",566,"1997-01-20"
32,17,"Arnaud","Boetsch","FRA",501,"1997-01-20"
33,49,"Tim","Henman","GBR",468,"1997-01-20"
34,16,"Michael","Stich","GER",453,"1997-01-20"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-20"
36,15,"Andrea","Gaudenzi","ITA",339,"1997-01-20"
37,35,"Nicolas","Periera","URG",266,"1997-01-20"
38,48,"Sebastien","Grosjean","FRA",242,"1997-01-20"
39,40,"Leander","Paes","IND",216,"1997-01-20"
40,61,"Mark","Woodforde","AUS",186,"1997-01-20"
41,32,"Olivier","Rochus","BEL",176,"1997-01-20"
42,31,"Kenneth","Carlsen","DEN",153,"1997-01-20"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-01-20"
44,53,"Jan","Siemerink","NED",132,"1997-01-20"
45,25,"Mark","Knowles","BAH",125,"1997-01-20"
46,60,"Todd","Woodbridge","AUS",108,"1997-01-20"
47,54,"Christian","Ruud","NOR",90,"1997-01-20"
48,20,"Wojciech","Kowalski","POL",88,"1997-01-20"
49,46,"Oliver","Gross","GER",87,"1997-01-20"
50,67,"Gustavo","Kuerten","BRA",86,"1997-01-20"
51,55,"Richey","Reneberg","USA",81,"1997-01-20"
52,30,"Alejandro","Hernandez","MEX",76,"1997-01-20"
52,45,"Wolfgang","Schranz","AUT",76,"1997-01-20"
54,47,"Mariano","Zabaleta","ARG",69,"1997-01-20"
55,65,"Marcos","Ondruska","RSA",55,"1997-01-20"
56,69,"Magnuss","Larsson","SWE",40,"1997-01-20"
57,52,"Paul","Haarhuis","NED",32,"1997-01-20"
58,58,"Adrian","Voinea","ROM",30,"1997-01-20"
59,57,"Nicolas","Lapentti","ECU",26,"1997-01-20"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-01-20"
59,66,"Noam","Behr","ISR",26,"1997-01-20"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-01-20"
63,51,"Mark","Petchey","GBR",4,"1997-01-20"
63,71,"Jason","Stoltenberg","AUS",4,"1997-01-20"
65,24,"Pan","Bing","CHN",2,"1997-01-20"
65,63,"Martin","Damm","CZE",2,"1997-01-20"
65,70,"Brett","Steven","NZL",2,"1997-01-20"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3255,"1997-01-27"
2,36,"Carlos","Moya","ESP",3237,"1997-01-27"
3,2,"Andre","Agassi","USA",2684,"1997-01-27"
4,1,"Pete","Sampras","USA",2442,"1997-01-27"
5,3,"Boris","Becker","GER",2284,"1997-01-27"
6,34,"Marcelo","Rios","CHI",2272,"1997-01-27"
7,6,"Michael","Chang","USA",2061,"1997-01-27"
8,28,"Guy","Forget","FRA",2026,"1997-01-27"
9,8,"Mark","Philippoussis","AUS",1665,"1997-01-27"
10,56,"Nicolas","Kiefer","GER",1508,"1997-01-27"
11,7,"Yevgeny","Kafelnikow","RUS",1488,"1997-01-27"
12,5,"Thomas","Muster","AUT",1458,"1997-01-27"
13,12,"Richard","Krajicek","NED",1455,"1997-01-27"
14,4,"Wayne","Ferreira","RSA",1400,"1997-01-27"
15,13,"Sergi","Bruguera","ESP",1331,"1997-01-27"
16,37,"Marat","Safin","RUS",1299,"1997-01-27"
17,11,"Jim","Courier","USA",1244,"1997-01-27"
18,44,"Petr","Korda","CZE",1239,"1997-01-27"
19,29,"Cedric","Pioline","FRA",1114,"1997-01-27"
20,22,"Greg","Rusedski","GBR",1049,"1997-01-27"
21,19,"Todd","Martin","USA",941,"1997-01-27"
22,9,"Thomas","Enqvist","SWE",875,"1997-01-27"
23,43,"Albert","Costa","ESP",851,"1997-01-27"
24,14,"Marc","Rosset","SUI",840,"1997-01-27"
25,18,"Andrei","Medvedev","UKR",838,"1997-01-27"
26,26,"Grant","Connell","CAN",798,"1997-01-27"
27,27,"Byron","Black","ZIM",779,"1997-01-27"
28,10,"Goran","Ivanisevic","CRO",775,"1997-01-27"
29,59,"Patrick","Rafter","AUS",681,"1997-01-27"
30,39,"Hicham","Arazi","MAR",596,"1997-01-27"
31,33,"Javier","Frana","ARG",566,"1997-01-27"
32,17,"Arnaud","Boetsch","FRA",499,"1997-01-27"
33,49,"Tim","Henman","GBR",468,"1997-01-27"
34,16,"Michael","Stich","GER",423,"1997-01-27"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-27"
36,15,"Andrea","Gaudenzi","ITA",337,"1997-01-27"
37,35,"Nicolas","Periera","URG",266,"1997-01-27"
38,48,"Sebastien","Grosjean","FRA",242,"1997-01-27"
39,40,"Leander","Paes","IND",216,"1997-01-27"
40,61,"Mark","Woodforde","AUS",186,"1997-01-27"
41,32,"Olivier","Rochus","BEL",176,"1997-01-27"
42,31,"Kenneth","Carlsen","DEN",153,"1997-01-27"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-01-27"
44,53,"Jan","Siemerink","NED",132,"1997-01-27"
45,25,"Mark","Knowles","BAH",125,"1997-01-27"
46,60,"Todd","Woodbridge","AUS",108,"1997-01-27"
47,54,"Christian","Ruud","NOR",90,"1997-01-27"
48,20,"Wojciech","Kowalski","POL",88,"1997-01-27"
49,46,"Oliver","Gross","GER",87,"1997-01-27"
50,67,"Gustavo","Kuerten","BRA",86,"1997-01-27"
51,55,"Richey","Reneberg","USA",81,"1997-01-27"
52,30,"Alejandro","Hernandez","MEX",76,"1997-01-27"
52,45,"Wolfgang","Schranz","AUT",76,"1997-01-27"
54,47,"Mariano","Zabaleta","ARG",69,"1997-01-27"
55,65,"Marcos","Ondruska","RSA",55,"1997-01-27"
56,69,"Magnuss","Larsson","SWE",40,"1997-01-27"
57,52,"Paul","Haarhuis","NED",32,"1997-01-27"
58,58,"Adrian","Voinea","ROM",30,"1997-01-27"
59,57,"Nicolas","Lapentti","ECU",26,"1997-01-27"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-01-27"
59,66,"Noam","Behr","ISR",26,"1997-01-27"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-01-27"
63,73,"Andrew","Ilie","AUS",5,"1997-01-27"
64,51,"Mark","Petchey","GBR",4,"1997-01-27"
64,71,"Jason","Stoltenberg","AUS",4,"1997-01-27"
66,24,"Pan","Bing","CHN",2,"1997-01-27"
66,63,"Martin","Damm","CZE",2,"1997-01-27"
66,70,"Brett","Steven","NZL",2,"1997-01-27"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3255,"1997-01-31"
2,36,"Carlos","Moya","ESP",3237,"1997-01-31"
3,2,"Andre","Agassi","USA",2694,"1997-01-31"
4,1,"Pete","Sampras","USA",2442,"1997-01-31"
5,3,"Boris","Becker","GER",2284,"1997-01-31"
6,34,"Marcelo","Rios","CHI",2272,"1997-01-31"
7,28,"Guy","Forget","FRA",2156,"1997-01-31"
8,6,"Michael","Chang","USA",2061,"1997-01-31"
9,8,"Mark","Philippoussis","AUS",1665,"1997-01-31"
10,56,"Nicolas","Kiefer","GER",1508,"1997-01-31"
11,7,"Yevgeny","Kafelnikow","RUS",1488,"1997-01-31"
12,5,"Thomas","Muster","AUT",1468,"1997-01-31"
13,13,"Sergi","Bruguera","ESP",1461,"1997-01-31"
14,12,"Richard","Krajicek","NED",1455,"1997-01-31"
15,4,"Wayne","Ferreira","RSA",1400,"1997-01-31"
16,37,"Marat","Safin","RUS",1299,"1997-01-31"
17,11,"Jim","Courier","USA",1244,"1997-01-31"
18,44,"Petr","Korda","CZE",1239,"1997-01-31"
19,29,"Cedric","Pioline","FRA",1114,"1997-01-31"
20,22,"Greg","Rusedski","GBR",1049,"1997-01-31"
21,19,"Todd","Martin","USA",941,"1997-01-31"
22,9,"Thomas","Enqvist","SWE",875,"1997-01-31"
23,43,"Albert","Costa","ESP",851,"1997-01-31"
24,14,"Marc","Rosset","SUI",840,"1997-01-31"
25,18,"Andrei","Medvedev","UKR",838,"1997-01-31"
26,26,"Grant","Connell","CAN",798,"1997-01-31"
27,27,"Byron","Black","ZIM",779,"1997-01-31"
28,10,"Goran","Ivanisevic","CRO",775,"1997-01-31"
29,59,"Patrick","Rafter","AUS",681,"1997-01-31"
30,39,"Hicham","Arazi","MAR",596,"1997-01-31"
31,33,"Javier","Frana","ARG",566,"1997-01-31"
32,17,"Arnaud","Boetsch","FRA",499,"1997-01-31"
33,49,"Tim","Henman","GBR",468,"1997-01-31"
34,16,"Michael","Stich","GER",423,"1997-01-31"
35,21,"Bartlomiej","Dabrowski","POL",373,"1997-01-31"
36,15,"Andrea","Gaudenzi","ITA",337,"1997-01-31"
37,35,"Nicolas","Periera","URG",266,"1997-01-31"
38,48,"Sebastien","Grosjean","FRA",242,"1997-01-31"
39,40,"Leander","Paes","IND",216,"1997-01-31"
40,61,"Mark","Woodforde","AUS",186,"1997-01-31"
41,32,"Olivier","Rochus","BEL",176,"1997-01-31"
42,31,"Kenneth","Carlsen","DEN",153,"1997-01-31"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-01-31"
44,53,"Jan","Siemerink","NED",132,"1997-01-31"
45,25,"Mark","Knowles","BAH",125,"1997-01-31"
46,60,"Todd","Woodbridge","AUS",108,"1997-01-31"
47,54,"Christian","Ruud","NOR",90,"1997-01-31"
48,20,"Wojciech","Kowalski","POL",88,"1997-01-31"
49,46,"Oliver","Gross","GER",87,"1997-01-31"
50,67,"Gustavo","Kuerten","BRA",86,"1997-01-31"
51,55,"Richey","Reneberg","USA",81,"1997-01-31"
52,30,"Alejandro","Hernandez","MEX",76,"1997-01-31"
52,45,"Wolfgang","Schranz","AUT",76,"1997-01-31"
54,47,"Mariano","Zabaleta","ARG",69,"1997-01-31"
55,65,"Marcos","Ondruska","RSA",55,"1997-01-31"
56,69,"Magnuss","Larsson","SWE",40,"1997-01-31"
57,52,"Paul","Haarhuis","NED",32,"1997-01-31"
58,58,"Adrian","Voinea","ROM",30,"1997-01-31"
59,57,"Nicolas","Lapentti","ECU",26,"1997-01-31"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-01-31"
59,66,"Noam","Behr","ISR",26,"1997-01-31"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-01-31"
63,73,"Andrew","Ilie","AUS",5,"1997-01-31"
64,51,"Mark","Petchey","GBR",4,"1997-01-31"
64,71,"Jason","Stoltenberg","AUS",4,"1997-01-31"
66,24,"Pan","Bing","CHN",2,"1997-01-31"
66,63,"Martin","Damm","CZE",2,"1997-01-31"
66,70,"Brett","Steven","NZL",2,"1997-01-31"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3281,"1997-02-03"
2,36,"Carlos","Moya","ESP",3267,"1997-02-03"
3,2,"Andre","Agassi","USA",2694,"1997-02-03"
4,1,"Pete","Sampras","USA",2442,"1997-02-03"
5,3,"Boris","Becker","GER",2284,"1997-02-03"
6,34,"Marcelo","Rios","CHI",2272,"1997-02-03"
7,28,"Guy","Forget","FRA",2156,"1997-02-03"
8,6,"Michael","Chang","USA",2061,"1997-02-03"
9,8,"Mark","Philippoussis","AUS",1665,"1997-02-03"
10,56,"Nicolas","Kiefer","GER",1508,"1997-02-03"
11,7,"Yevgeny","Kafelnikow","RUS",1488,"1997-02-03"
12,5,"Thomas","Muster","AUT",1468,"1997-02-03"
13,13,"Sergi","Bruguera","ESP",1461,"1997-02-03"
14,12,"Richard","Krajicek","NED",1455,"1997-02-03"
15,4,"Wayne","Ferreira","RSA",1402,"1997-02-03"
16,37,"Marat","Safin","RUS",1377,"1997-02-03"
17,11,"Jim","Courier","USA",1244,"1997-02-03"
18,44,"Petr","Korda","CZE",1239,"1997-02-03"
19,29,"Cedric","Pioline","FRA",1116,"1997-02-03"
20,9,"Thomas","Enqvist","SWE",1057,"1997-02-03"
21,22,"Greg","Rusedski","GBR",1049,"1997-02-03"
22,19,"Todd","Martin","USA",941,"1997-02-03"
23,18,"Andrei","Medvedev","UKR",868,"1997-02-03"
24,59,"Patrick","Rafter","AUS",863,"1997-02-03"
25,43,"Albert","Costa","ESP",851,"1997-02-03"
26,14,"Marc","Rosset","SUI",840,"1997-02-03"
27,26,"Grant","Connell","CAN",798,"1997-02-03"
28,27,"Byron","Black","ZIM",781,"1997-02-03"
29,10,"Goran","Ivanisevic","CRO",775,"1997-02-03"
30,33,"Javier","Frana","ARG",652,"1997-02-03"
31,39,"Hicham","Arazi","MAR",596,"1997-02-03"
32,17,"Arnaud","Boetsch","FRA",499,"1997-02-03"
33,49,"Tim","Henman","GBR",468,"1997-02-03"
34,16,"Michael","Stich","GER",423,"1997-02-03"
35,21,"Bartlomiej","Dabrowski","POL",403,"1997-02-03"
36,15,"Andrea","Gaudenzi","ITA",337,"1997-02-03"
37,35,"Nicolas","Periera","URG",266,"1997-02-03"
38,48,"Sebastien","Grosjean","FRA",242,"1997-02-03"
39,40,"Leander","Paes","IND",218,"1997-02-03"
40,61,"Mark","Woodforde","AUS",186,"1997-02-03"
41,32,"Olivier","Rochus","BEL",176,"1997-02-03"
42,31,"Kenneth","Carlsen","DEN",153,"1997-02-03"
43,41,"Shuzo","Matsuoka","JPN",136,"1997-02-03"
44,53,"Jan","Siemerink","NED",132,"1997-02-03"
45,25,"Mark","Knowles","BAH",125,"1997-02-03"
46,60,"Todd","Woodbridge","AUS",108,"1997-02-03"
47,54,"Christian","Ruud","NOR",90,"1997-02-03"
48,20,"Wojciech","Kowalski","POL",88,"1997-02-03"
49,46,"Oliver","Gross","GER",87,"1997-02-03"
50,67,"Gustavo","Kuerten","BRA",86,"1997-02-03"
51,55,"Richey","Reneberg","USA",81,"1997-02-03"
52,30,"Alejandro","Hernandez","MEX",76,"1997-02-03"
52,45,"Wolfgang","Schranz","AUT",76,"1997-02-03"
54,47,"Mariano","Zabaleta","ARG",69,"1997-02-03"
55,65,"Marcos","Ondruska","RSA",55,"1997-02-03"
56,69,"Magnuss","Larsson","SWE",40,"1997-02-03"
57,52,"Paul","Haarhuis","NED",32,"1997-02-03"
58,58,"Adrian","Voinea","ROM",30,"1997-02-03"
59,57,"Nicolas","Lapentti","ECU",26,"1997-02-03"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-02-03"
59,66,"Noam","Behr","ISR",26,"1997-02-03"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-02-03"
63,73,"Andrew","Ilie","AUS",5,"1997-02-03"
64,24,"Pan","Bing","CHN",4,"1997-02-03"
64,51,"Mark","Petchey","GBR",4,"1997-02-03"
64,71,"Jason","Stoltenberg","AUS",4,"1997-02-03"
67,63,"Martin","Damm","CZE",2,"1997-02-03"
67,70,"Brett","Steven","NZL",2,"1997-02-03"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3281,"1997-02-10"
2,36,"Carlos","Moya","ESP",3267,"1997-02-10"
3,2,"Andre","Agassi","USA",2694,"1997-02-10"
4,1,"Pete","Sampras","USA",2442,"1997-02-10"
5,3,"Boris","Becker","GER",2284,"1997-02-10"
6,34,"Marcelo","Rios","CHI",2272,"1997-02-10"
7,28,"Guy","Forget","FRA",2156,"1997-02-10"
8,6,"Michael","Chang","USA",2061,"1997-02-10"
9,8,"Mark","Philippoussis","AUS",1665,"1997-02-10"
10,7,"Yevgeny","Kafelnikow","RUS",1514,"1997-02-10"
11,56,"Nicolas","Kiefer","GER",1508,"1997-02-10"
12,5,"Thomas","Muster","AUT",1468,"1997-02-10"
13,13,"Sergi","Bruguera","ESP",1461,"1997-02-10"
14,12,"Richard","Krajicek","NED",1455,"1997-02-10"
15,4,"Wayne","Ferreira","RSA",1402,"1997-02-10"
16,37,"Marat","Safin","RUS",1377,"1997-02-10"
17,29,"Cedric","Pioline","FRA",1270,"1997-02-10"
18,11,"Jim","Courier","USA",1246,"1997-02-10"
19,44,"Petr","Korda","CZE",1239,"1997-02-10"
20,14,"Marc","Rosset","SUI",1165,"1997-02-10"
21,9,"Thomas","Enqvist","SWE",1057,"1997-02-10"
22,22,"Greg","Rusedski","GBR",1049,"1997-02-10"
23,19,"Todd","Martin","USA",1019,"1997-02-10"
24,18,"Andrei","Medvedev","UKR",874,"1997-02-10"
25,26,"Grant","Connell","CAN",863,"1997-02-10"
25,59,"Patrick","Rafter","AUS",863,"1997-02-10"
27,43,"Albert","Costa","ESP",851,"1997-02-10"
28,27,"Byron","Black","ZIM",809,"1997-02-10"
29,10,"Goran","Ivanisevic","CRO",775,"1997-02-10"
30,33,"Javier","Frana","ARG",652,"1997-02-10"
31,16,"Michael","Stich","GER",605,"1997-02-10"
32,39,"Hicham","Arazi","MAR",596,"1997-02-10"
33,49,"Tim","Henman","GBR",533,"1997-02-10"
34,17,"Arnaud","Boetsch","FRA",502,"1997-02-10"
35,21,"Bartlomiej","Dabrowski","POL",405,"1997-02-10"
36,15,"Andrea","Gaudenzi","ITA",339,"1997-02-10"
37,48,"Sebastien","Grosjean","FRA",328,"1997-02-10"
38,67,"Gustavo","Kuerten","BRA",268,"1997-02-10"
39,35,"Nicolas","Periera","URG",266,"1997-02-10"
40,40,"Leander","Paes","IND",218,"1997-02-10"
41,61,"Mark","Woodforde","AUS",186,"1997-02-10"
42,31,"Kenneth","Carlsen","DEN",183,"1997-02-10"
43,32,"Olivier","Rochus","BEL",176,"1997-02-10"
44,41,"Shuzo","Matsuoka","JPN",136,"1997-02-10"
45,53,"Jan","Siemerink","NED",132,"1997-02-10"
46,25,"Mark","Knowles","BAH",125,"1997-02-10"
47,55,"Richey","Reneberg","USA",111,"1997-02-10"
48,60,"Todd","Woodbridge","AUS",108,"1997-02-10"
49,47,"Mariano","Zabaleta","ARG",99,"1997-02-10"
50,20,"Wojciech","Kowalski","POL",90,"1997-02-10"
50,54,"Christian","Ruud","NOR",90,"1997-02-10"
52,46,"Oliver","Gross","GER",87,"1997-02-10"
53,30,"Alejandro","Hernandez","MEX",78,"1997-02-10"
54,45,"Wolfgang","Schranz","AUT",76,"1997-02-10"
55,65,"Marcos","Ondruska","RSA",55,"1997-02-10"
56,69,"Magnuss","Larsson","SWE",40,"1997-02-10"
57,52,"Paul","Haarhuis","NED",32,"1997-02-10"
58,58,"Adrian","Voinea","ROM",30,"1997-02-10"
59,57,"Nicolas","Lapentti","ECU",26,"1997-02-10"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-02-10"
59,66,"Noam","Behr","ISR",26,"1997-02-10"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-02-10"
63,73,"Andrew","Ilie","AUS",5,"1997-02-10"
64,24,"Pan","Bing","CHN",4,"1997-02-10"
64,51,"Mark","Petchey","GBR",4,"1997-02-10"
64,71,"Jason","Stoltenberg","AUS",4,"1997-02-10"
67,63,"Martin","Damm","CZE",2,"1997-02-10"
67,70,"Brett","Steven","NZL",2,"1997-02-10"
0,0,"A","B","c",0,"1971-01-01"
1,36,"Carlos","Moya","ESP",3322,"1997-02-17"
2,23,"Stefan","Edberg","SWE",3281,"1997-02-17"
3,2,"Andre","Agassi","USA",2633,"1997-02-17"
4,1,"Pete","Sampras","USA",2309,"1997-02-17"
5,34,"Marcelo","Rios","CHI",2272,"1997-02-17"
6,28,"Guy","Forget","FRA",2126,"1997-02-17"
7,3,"Boris","Becker","GER",2101,"1997-02-17"
8,6,"Michael","Chang","USA",1879,"1997-02-17"
9,56,"Nicolas","Kiefer","GER",1551,"1997-02-17"
10,8,"Mark","Philippoussis","AUS",1513,"1997-02-17"
11,13,"Sergi","Bruguera","ESP",1461,"1997-02-17"
12,4,"Wayne","Ferreira","RSA",1447,"1997-02-17"
13,12,"Richard","Krajicek","NED",1396,"1997-02-17"
14,37,"Marat","Safin","RUS",1377,"1997-02-17"
15,29,"Cedric","Pioline","FRA",1301,"1997-02-17"
16,7,"Yevgeny","Kafelnikow","RUS",1300,"1997-02-17"
17,5,"Thomas","Muster","AUT",1286,"1997-02-17"
18,44,"Petr","Korda","CZE",1267,"1997-02-17"
19,11,"Jim","Courier","USA",1220,"1997-02-17"
20,22,"Greg","Rusedski","GBR",1046,"1997-02-17"
21,14,"Marc","Rosset","SUI",1035,"1997-02-17"
22,19,"Todd","Martin","USA",1019,"1997-02-17"
23,9,"Thomas","Enqvist","SWE",1014,"1997-02-17"
24,18,"Andrei","Medvedev","UKR",929,"1997-02-17"
25,26,"Grant","Connell","CAN",863,"1997-02-17"
25,59,"Patrick","Rafter","AUS",863,"1997-02-17"
27,49,"Tim","Henman","GBR",858,"1997-02-17"
28,43,"Albert","Costa","ESP",851,"1997-02-17"
29,10,"Goran","Ivanisevic","CRO",775,"1997-02-17"
30,17,"Arnaud","Boetsch","FRA",678,"1997-02-17"
31,15,"Andrea","Gaudenzi","ITA",664,"1997-02-17"
32,33,"Javier","Frana","ARG",655,"1997-02-17"
33,16,"Michael","Stich","GER",633,"1997-02-17"
34,39,"Hicham","Arazi","MAR",618,"1997-02-17"
35,27,"Byron","Black","ZIM",503,"1997-02-17"
36,21,"Bartlomiej","Dabrowski","POL",383,"1997-02-17"
37,48,"Sebastien","Grosjean","FRA",350,"1997-02-17"
38,67,"Gustavo","Kuerten","BRA",268,"1997-02-17"
39,35,"Nicolas","Periera","URG",266,"1997-02-17"
40,40,"Leander","Paes","IND",218,"1997-02-17"
41,61,"Mark","Woodforde","AUS",214,"1997-02-17"
42,31,"Kenneth","Carlsen","DEN",183,"1997-02-17"
43,32,"Olivier","Rochus","BEL",144,"1997-02-17"
44,41,"Shuzo","Matsuoka","JPN",136,"1997-02-17"
45,53,"Jan","Siemerink","NED",132,"1997-02-17"
46,25,"Mark","Knowles","BAH",125,"1997-02-17"
47,55,"Richey","Reneberg","USA",111,"1997-02-17"
48,60,"Todd","Woodbridge","AUS",108,"1997-02-17"
49,47,"Mariano","Zabaleta","ARG",99,"1997-02-17"
50,20,"Wojciech","Kowalski","POL",90,"1997-02-17"
50,54,"Christian","Ruud","NOR",90,"1997-02-17"
52,46,"Oliver","Gross","GER",87,"1997-02-17"
53,45,"Wolfgang","Schranz","AUT",76,"1997-02-17"
54,65,"Marcos","Ondruska","RSA",55,"1997-02-17"
55,69,"Magnuss","Larsson","SWE",40,"1997-02-17"
56,52,"Paul","Haarhuis","NED",32,"1997-02-17"
57,30,"Alejandro","Hernandez","MEX",30,"1997-02-17"
57,58,"Adrian","Voinea","ROM",30,"1997-02-17"
59,57,"Nicolas","Lapentti","ECU",26,"1997-02-17"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-02-17"
59,66,"Noam","Behr","ISR",26,"1997-02-17"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-02-17"
63,73,"Andrew","Ilie","AUS",5,"1997-02-17"
64,24,"Pan","Bing","CHN",4,"1997-02-17"
64,51,"Mark","Petchey","GBR",4,"1997-02-17"
64,71,"Jason","Stoltenberg","AUS",4,"1997-02-17"
67,63,"Martin","Damm","CZE",2,"1997-02-17"
67,70,"Brett","Steven","NZL",2,"1997-02-17"
0,0,"A","B","c",0,"1971-01-01"
1,36,"Carlos","Moya","ESP",3322,"1997-03-03"
2,23,"Stefan","Edberg","SWE",3281,"1997-03-03"
3,2,"Andre","Agassi","USA",2633,"1997-03-03"
4,1,"Pete","Sampras","USA",2309,"1997-03-03"
5,34,"Marcelo","Rios","CHI",2272,"1997-03-03"
6,28,"Guy","Forget","FRA",2126,"1997-03-03"
7,3,"Boris","Becker","GER",1971,"1997-03-03"
8,6,"Michael","Chang","USA",1774,"1997-03-03"
9,56,"Nicolas","Kiefer","GER",1551,"1997-03-03"
10,13,"Sergi","Bruguera","ESP",1461,"1997-03-03"
11,12,"Richard","Krajicek","NED",1396,"1997-03-03"
12,37,"Marat","Safin","RUS",1377,"1997-03-03"
13,11,"Jim","Courier","USA",1329,"1997-03-03"
14,7,"Yevgeny","Kafelnikow","RUS",1300,"1997-03-03"
15,44,"Petr","Korda","CZE",1267,"1997-03-03"
16,4,"Wayne","Ferreira","RSA",1265,"1997-03-03"
17,5,"Thomas","Muster","AUT",1258,"1997-03-03"
18,29,"Cedric","Pioline","FRA",1207,"1997-03-03"
19,8,"Mark","Philippoussis","AUS",1182,"1997-03-03"
20,22,"Greg","Rusedski","GBR",1042,"1997-03-03"
21,14,"Marc","Rosset","SUI",1035,"1997-03-03"
22,9,"Thomas","Enqvist","SWE",1014,"1997-03-03"
23,19,"Todd","Martin","USA",979,"1997-03-03"
24,18,"Andrei","Medvedev","UKR",899,"1997-03-03"
25,26,"Grant","Connell","CAN",863,"1997-03-03"
25,59,"Patrick","Rafter","AUS",863,"1997-03-03"
27,49,"Tim","Henman","GBR",858,"1997-03-03"
28,43,"Albert","Costa","ESP",851,"1997-03-03"
29,10,"Goran","Ivanisevic","CRO",777,"1997-03-03"
30,17,"Arnaud","Boetsch","FRA",678,"1997-03-03"
31,15,"Andrea","Gaudenzi","ITA",664,"1997-03-03"
32,33,"Javier","Frana","ARG",655,"1997-03-03"
33,16,"Michael","Stich","GER",633,"1997-03-03"
34,39,"Hicham","Arazi","MAR",618,"1997-03-03"
35,27,"Byron","Black","ZIM",503,"1997-03-03"
36,67,"Gustavo","Kuerten","BRA",495,"1997-03-03"
37,21,"Bartlomiej","Dabrowski","POL",409,"1997-03-03"
38,31,"Kenneth","Carlsen","DEN",363,"1997-03-03"
39,48,"Sebastien","Grosjean","FRA",350,"1997-03-03"
40,35,"Nicolas","Periera","URG",266,"1997-03-03"
41,61,"Mark","Woodforde","AUS",254,"1997-03-03"
42,32,"Olivier","Rochus","BEL",228,"1997-03-03"
43,40,"Leander","Paes","IND",218,"1997-03-03"
44,41,"Shuzo","Matsuoka","JPN",136,"1997-03-03"
45,53,"Jan","Siemerink","NED",132,"1997-03-03"
46,25,"Mark","Knowles","BAH",125,"1997-03-03"
47,55,"Richey","Reneberg","USA",111,"1997-03-03"
48,60,"Todd","Woodbridge","AUS",108,"1997-03-03"
49,47,"Mariano","Zabaleta","ARG",99,"1997-03-03"
50,54,"Christian","Ruud","NOR",90,"1997-03-03"
51,46,"Oliver","Gross","GER",87,"1997-03-03"
52,45,"Wolfgang","Schranz","AUT",76,"1997-03-03"
53,20,"Wojciech","Kowalski","POL",64,"1997-03-03"
54,58,"Adrian","Voinea","ROM",56,"1997-03-03"
55,65,"Marcos","Ondruska","RSA",55,"1997-03-03"
56,69,"Magnuss","Larsson","SWE",40,"1997-03-03"
57,52,"Paul","Haarhuis","NED",32,"1997-03-03"
58,30,"Alejandro","Hernandez","MEX",30,"1997-03-03"
59,57,"Nicolas","Lapentti","ECU",26,"1997-03-03"
59,64,"Orlin","Stanoytchev","BUL",26,"1997-03-03"
59,66,"Noam","Behr","ISR",26,"1997-03-03"
62,50,"Vladimir","Voltchkov","BLR",7,"1997-03-03"
63,73,"Andrew","Ilie","AUS",5,"1997-03-03"
64,24,"Pan","Bing","CHN",4,"1997-03-03"
64,51,"Mark","Petchey","GBR",4,"1997-03-03"
64,71,"Jason","Stoltenberg","AUS",4,"1997-03-03"
67,63,"Martin","Damm","CZE",2,"1997-03-03"
67,70,"Brett","Steven","NZL",2,"1997-03-03"
0,0,"A","B","c",0,"1971-01-01"
1,23,"Stefan","Edberg","SWE",3281,"1997-03-10"
2,36,"Carlos","Moya","ESP",3140,"1997-03-10"
3,2,"Andre","Agassi","USA",2633,"1997-03-10"
4,1,"Pete","Sampras","USA",2309,"1997-03-10"
5,34,"Marcelo","Rios","CHI",2272,"1997-03-10"
6,28,"Guy","Forget","FRA",2123,"1997-03-10"
7,3,"Boris","Becker","GER",2026,"1997-03-10"
8,6,"Michael","Chang","USA",1592,"1997-03-10"
8,44,"Petr","Korda","CZE",1592,"1997-03-10"
