"Pos","Id_pl","Name","Surname","Country","Pts","Date"
27,31,"Kenneth","Carlsen","DEN",80,"1996-05-04"
28,30,"Alejandro","Hernandez","MEX",74,"1996-05-04"
29,15,"Andrea","Gaudenzi","ITA",73,"1996-05-04"
30,35,"Nicolas","Periera","URG",54,"1996-05-04"
31,25,"Mark","Knowles","BAH",52,"1996-05-04"
32,32,"Olivier","Rochus","BEL",34,"1996-05-04"
33,40,"Leander","Paes","IND",32,"1996-05-04"
34,37,"Marat","Safin","RUS",30,"1996-05-04"
34,44,"Petr","Korda","CZE",30,"1996-05-04"
36,20,"Wojciech","Kowalski","POL",28,"1996-05-04"
37,13,"Sergi","Bruguera","ESP",26,"1996-05-04"
38,41,"Shuzo","Matsuoka","JPN",24,"1996-05-04"
39,43,"Albert","Costa","ESP",3,"1996-05-04"
40,26,"Grant","Connell","CAN",2,"1996-05-04"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2221,"1996-05-11"
2,3,"Boris","Becker","GER",1755,"1996-05-11"
3,36,"Carlos","Moya","ESP",1588,"1996-05-11"
4,7,"Yevgeny","Kafelnikow","RUS",1182,"1996-05-11"
5,4,"Wayne","Ferreira","RSA",1133,"1996-05-11"
6,8,"Mark","Philippoussis","AUS",1032,"1996-05-11"
7,6,"Michael","Chang","USA",822,"1996-05-11"
8,5,"Thomas","Muster","AUT",779,"1996-05-11"
9,34,"Marcelo","Rios","CHI",747,"1996-05-11"
10,1,"Pete","Sampras","USA",694,"1996-05-11"
11,29,"Cedric","Pioline","FRA",500,"1996-05-11"
12,28,"Guy","Forget","FRA",400,"1996-05-11"
13,18,"Andrei","Medvedev","UKR",399,"1996-05-11"
14,23,"Stefan","Edberg","SWE",394,"1996-05-11"
15,27,"Byron","Black","ZIM",369,"1996-05-11"
16,14,"Marc","Rosset","SUI",362,"1996-05-11"
17,19,"Todd","Martin","USA",345,"1996-05-11"
18,10,"Goran","Ivanisevic","CRO",320,"1996-05-11"
19,12,"Richard","Krajicek","NED",303,"1996-05-11"
20,22,"Greg","Rusedski","GBR",269,"1996-05-11"
21,17,"Arnaud","Boetsch","FRA",240,"1996-05-11"
22,16,"Michael","Stich","GER",200,"1996-05-11"
23,33,"Javier","Frana","ARG",172,"1996-05-11"
24,9,"Thomas","Enqvist","SWE",165,"1996-05-11"
25,21,"Bartlomiej","Dabrowski","POL",153,"1996-05-11"
26,11,"Jim","Courier","USA",124,"1996-05-11"
27,31,"Kenneth","Carlsen","DEN",80,"1996-05-11"
28,30,"Alejandro","Hernandez","MEX",74,"1996-05-11"
29,15,"Andrea","Gaudenzi","ITA",73,"1996-05-11"
30,35,"Nicolas","Periera","URG",56,"1996-05-11"
31,25,"Mark","Knowles","BAH",52,"1996-05-11"
32,32,"Olivier","Rochus","BEL",34,"1996-05-11"
33,43,"Albert","Costa","ESP",33,"1996-05-11"
34,40,"Leander","Paes","IND",32,"1996-05-11"
35,37,"Marat","Safin","RUS",30,"1996-05-11"
35,44,"Petr","Korda","CZE",30,"1996-05-11"
37,20,"Wojciech","Kowalski","POL",28,"1996-05-11"
38,13,"Sergi","Bruguera","ESP",26,"1996-05-11"
39,41,"Shuzo","Matsuoka","JPN",24,"1996-05-11"
40,26,"Grant","Connell","CAN",2,"1996-05-11"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2318,"1996-05-18"
2,3,"Boris","Becker","GER",1755,"1996-05-18"
3,36,"Carlos","Moya","ESP",1685,"1996-05-18"
4,7,"Yevgeny","Kafelnikow","RUS",1186,"1996-05-18"
5,4,"Wayne","Ferreira","RSA",1133,"1996-05-18"
6,8,"Mark","Philippoussis","AUS",1072,"1996-05-18"
7,1,"Pete","Sampras","USA",985,"1996-05-18"
8,23,"Stefan","Edberg","SWE",881,"1996-05-18"
9,6,"Michael","Chang","USA",862,"1996-05-18"
10,5,"Thomas","Muster","AUT",783,"1996-05-18"
11,34,"Marcelo","Rios","CHI",779,"1996-05-18"
12,29,"Cedric","Pioline","FRA",504,"1996-05-18"
13,28,"Guy","Forget","FRA",404,"1996-05-18"
14,18,"Andrei","Medvedev","UKR",403,"1996-05-18"
15,19,"Todd","Martin","USA",375,"1996-05-18"
16,27,"Byron","Black","ZIM",369,"1996-05-18"
17,14,"Marc","Rosset","SUI",362,"1996-05-18"
18,10,"Goran","Ivanisevic","CRO",320,"1996-05-18"
19,12,"Richard","Krajicek","NED",303,"1996-05-18"
20,22,"Greg","Rusedski","GBR",269,"1996-05-18"
21,17,"Arnaud","Boetsch","FRA",240,"1996-05-18"
22,43,"Albert","Costa","ESP",215,"1996-05-18"
23,33,"Javier","Frana","ARG",202,"1996-05-18"
24,16,"Michael","Stich","GER",200,"1996-05-18"
25,9,"Thomas","Enqvist","SWE",165,"1996-05-18"
26,21,"Bartlomiej","Dabrowski","POL",153,"1996-05-18"
27,11,"Jim","Courier","USA",126,"1996-05-18"
28,15,"Andrea","Gaudenzi","ITA",113,"1996-05-18"
29,26,"Grant","Connell","CAN",80,"1996-05-18"
29,31,"Kenneth","Carlsen","DEN",80,"1996-05-18"
31,30,"Alejandro","Hernandez","MEX",74,"1996-05-18"
32,35,"Nicolas","Periera","URG",58,"1996-05-18"
33,25,"Mark","Knowles","BAH",52,"1996-05-18"
34,32,"Olivier","Rochus","BEL",34,"1996-05-18"
35,40,"Leander","Paes","IND",32,"1996-05-18"
36,37,"Marat","Safin","RUS",30,"1996-05-18"
36,44,"Petr","Korda","CZE",30,"1996-05-18"
38,20,"Wojciech","Kowalski","POL",28,"1996-05-18"
39,13,"Sergi","Bruguera","ESP",26,"1996-05-18"
40,41,"Shuzo","Matsuoka","JPN",24,"1996-05-18"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2318,"1996-05-25"
2,3,"Boris","Becker","GER",1755,"1996-05-25"
3,36,"Carlos","Moya","ESP",1685,"1996-05-25"
4,7,"Yevgeny","Kafelnikow","RUS",1186,"1996-05-25"
5,4,"Wayne","Ferreira","RSA",1133,"1996-05-25"
6,8,"Mark","Philippoussis","AUS",1072,"1996-05-25"
7,34,"Marcelo","Rios","CHI",1006,"1996-05-25"
8,1,"Pete","Sampras","USA",985,"1996-05-25"
9,6,"Michael","Chang","USA",940,"1996-05-25"
10,5,"Thomas","Muster","AUT",896,"1996-05-25"
11,23,"Stefan","Edberg","SWE",881,"1996-05-25"
12,29,"Cedric","Pioline","FRA",504,"1996-05-25"
13,28,"Guy","Forget","FRA",404,"1996-05-25"
14,18,"Andrei","Medvedev","UKR",403,"1996-05-25"
15,19,"Todd","Martin","USA",375,"1996-05-25"
16,27,"Byron","Black","ZIM",369,"1996-05-25"
17,14,"Marc","Rosset","SUI",362,"1996-05-25"
18,10,"Goran","Ivanisevic","CRO",320,"1996-05-25"
19,12,"Richard","Krajicek","NED",303,"1996-05-25"
20,22,"Greg","Rusedski","GBR",269,"1996-05-25"
21,17,"Arnaud","Boetsch","FRA",240,"1996-05-25"
22,16,"Michael","Stich","GER",226,"1996-05-25"
23,43,"Albert","Costa","ESP",215,"1996-05-25"
24,44,"Petr","Korda","CZE",212,"1996-05-25"
25,33,"Javier","Frana","ARG",202,"1996-05-25"
26,21,"Bartlomiej","Dabrowski","POL",179,"1996-05-25"
27,9,"Thomas","Enqvist","SWE",165,"1996-05-25"
28,11,"Jim","Courier","USA",126,"1996-05-25"
29,15,"Andrea","Gaudenzi","ITA",117,"1996-05-25"
30,25,"Mark","Knowles","BAH",92,"1996-05-25"
31,26,"Grant","Connell","CAN",80,"1996-05-25"
31,31,"Kenneth","Carlsen","DEN",80,"1996-05-25"
33,30,"Alejandro","Hernandez","MEX",74,"1996-05-25"
34,32,"Olivier","Rochus","BEL",66,"1996-05-25"
35,35,"Nicolas","Periera","URG",58,"1996-05-25"
36,40,"Leander","Paes","IND",32,"1996-05-25"
37,37,"Marat","Safin","RUS",30,"1996-05-25"
38,20,"Wojciech","Kowalski","POL",28,"1996-05-25"
39,13,"Sergi","Bruguera","ESP",26,"1996-05-25"
40,41,"Shuzo","Matsuoka","JPN",24,"1996-05-25"
41,46,"Oliver","Gross","GER",2,"1996-05-25"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2320,"1996-06-02"
2,1,"Pete","Sampras","USA",1992,"1996-06-02"
3,3,"Boris","Becker","GER",1862,"1996-06-02"
4,36,"Carlos","Moya","ESP",1685,"1996-06-02"
5,7,"Yevgeny","Kafelnikow","RUS",1223,"1996-06-02"
6,4,"Wayne","Ferreira","RSA",1135,"1996-06-02"
7,8,"Mark","Philippoussis","AUS",1072,"1996-06-02"
8,34,"Marcelo","Rios","CHI",1008,"1996-06-02"
9,6,"Michael","Chang","USA",945,"1996-06-02"
10,23,"Stefan","Edberg","SWE",913,"1996-06-02"
11,5,"Thomas","Muster","AUT",898,"1996-06-02"
12,44,"Petr","Korda","CZE",779,"1996-06-02"
13,12,"Richard","Krajicek","NED",570,"1996-06-02"
14,18,"Andrei","Medvedev","UKR",520,"1996-06-02"
15,29,"Cedric","Pioline","FRA",506,"1996-06-02"
16,19,"Todd","Martin","USA",482,"1996-06-02"
17,28,"Guy","Forget","FRA",441,"1996-06-02"
18,27,"Byron","Black","ZIM",411,"1996-06-02"
19,11,"Jim","Courier","USA",393,"1996-06-02"
20,14,"Marc","Rosset","SUI",367,"1996-06-02"
21,16,"Michael","Stich","GER",333,"1996-06-02"
22,10,"Goran","Ivanisevic","CRO",322,"1996-06-02"
23,22,"Greg","Rusedski","GBR",301,"1996-06-02"
24,17,"Arnaud","Boetsch","FRA",272,"1996-06-02"
25,43,"Albert","Costa","ESP",220,"1996-06-02"
26,9,"Thomas","Enqvist","SWE",207,"1996-06-02"
26,33,"Javier","Frana","ARG",207,"1996-06-02"
28,21,"Bartlomiej","Dabrowski","POL",181,"1996-06-02"
29,15,"Andrea","Gaudenzi","ITA",117,"1996-06-02"
30,25,"Mark","Knowles","BAH",92,"1996-06-02"
31,26,"Grant","Connell","CAN",80,"1996-06-02"
31,31,"Kenneth","Carlsen","DEN",80,"1996-06-02"
33,30,"Alejandro","Hernandez","MEX",74,"1996-06-02"
34,32,"Olivier","Rochus","BEL",66,"1996-06-02"
35,35,"Nicolas","Periera","URG",58,"1996-06-02"
36,47,"Mariano","Zabaleta","ARG",37,"1996-06-02"
37,40,"Leander","Paes","IND",32,"1996-06-02"
38,37,"Marat","Safin","RUS",30,"1996-06-02"
39,20,"Wojciech","Kowalski","POL",28,"1996-06-02"
40,13,"Sergi","Bruguera","ESP",26,"1996-06-02"
41,41,"Shuzo","Matsuoka","JPN",24,"1996-06-02"
42,46,"Oliver","Gross","GER",2,"1996-06-02"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2398,"1996-06-16"
2,1,"Pete","Sampras","USA",1996,"1996-06-16"
3,36,"Carlos","Moya","ESP",1867,"1996-06-16"
4,3,"Boris","Becker","GER",1866,"1996-06-16"
5,8,"Mark","Philippoussis","AUS",1254,"1996-06-16"
6,7,"Yevgeny","Kafelnikow","RUS",1225,"1996-06-16"
7,4,"Wayne","Ferreira","RSA",1167,"1996-06-16"
8,34,"Marcelo","Rios","CHI",1010,"1996-06-16"
9,6,"Michael","Chang","USA",947,"1996-06-16"
10,5,"Thomas","Muster","AUT",928,"1996-06-16"
11,23,"Stefan","Edberg","SWE",917,"1996-06-16"
12,44,"Petr","Korda","CZE",779,"1996-06-16"
13,18,"Andrei","Medvedev","UKR",606,"1996-06-16"
14,14,"Marc","Rosset","SUI",594,"1996-06-16"
15,12,"Richard","Krajicek","NED",570,"1996-06-16"
16,29,"Cedric","Pioline","FRA",506,"1996-06-16"
17,19,"Todd","Martin","USA",482,"1996-06-16"
18,28,"Guy","Forget","FRA",441,"1996-06-16"
19,27,"Byron","Black","ZIM",411,"1996-06-16"
20,11,"Jim","Courier","USA",393,"1996-06-16"
21,10,"Goran","Ivanisevic","CRO",362,"1996-06-16"
22,16,"Michael","Stich","GER",333,"1996-06-16"
23,22,"Greg","Rusedski","GBR",301,"1996-06-16"
24,17,"Arnaud","Boetsch","FRA",272,"1996-06-16"
25,43,"Albert","Costa","ESP",220,"1996-06-16"
26,9,"Thomas","Enqvist","SWE",207,"1996-06-16"
26,33,"Javier","Frana","ARG",207,"1996-06-16"
28,21,"Bartlomiej","Dabrowski","POL",181,"1996-06-16"
29,15,"Andrea","Gaudenzi","ITA",117,"1996-06-16"
30,49,"Tim","Henman","GBR",113,"1996-06-16"
31,25,"Mark","Knowles","BAH",92,"1996-06-16"
32,26,"Grant","Connell","CAN",80,"1996-06-16"
32,31,"Kenneth","Carlsen","DEN",80,"1996-06-16"
34,30,"Alejandro","Hernandez","MEX",74,"1996-06-16"
35,32,"Olivier","Rochus","BEL",66,"1996-06-16"
36,35,"Nicolas","Periera","URG",58,"1996-06-16"
37,47,"Mariano","Zabaleta","ARG",37,"1996-06-16"
38,40,"Leander","Paes","IND",32,"1996-06-16"
39,37,"Marat","Safin","RUS",30,"1996-06-16"
39,39,"Hicham","Arazi","MAR",30,"1996-06-16"
39,52,"Paul","Haarhuis","NED",30,"1996-06-16"
42,13,"Sergi","Bruguera","ESP",28,"1996-06-16"
42,20,"Wojciech","Kowalski","POL",28,"1996-06-16"
44,53,"Jan","Siemerink","NED",26,"1996-06-16"
45,41,"Shuzo","Matsuoka","JPN",24,"1996-06-16"
46,46,"Oliver","Gross","GER",2,"1996-06-16"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2398,"1996-06-23"
2,1,"Pete","Sampras","USA",1996,"1996-06-23"
3,36,"Carlos","Moya","ESP",1867,"1996-06-23"
4,3,"Boris","Becker","GER",1866,"1996-06-23"
5,8,"Mark","Philippoussis","AUS",1254,"1996-06-23"
6,7,"Yevgeny","Kafelnikow","RUS",1225,"1996-06-23"
7,4,"Wayne","Ferreira","RSA",1171,"1996-06-23"
8,34,"Marcelo","Rios","CHI",1010,"1996-06-23"
9,6,"Michael","Chang","USA",947,"1996-06-23"
10,5,"Thomas","Muster","AUT",928,"1996-06-23"
11,23,"Stefan","Edberg","SWE",917,"1996-06-23"
12,44,"Petr","Korda","CZE",779,"1996-06-23"
13,28,"Guy","Forget","FRA",668,"1996-06-23"
14,18,"Andrei","Medvedev","UKR",606,"1996-06-23"
15,14,"Marc","Rosset","SUI",598,"1996-06-23"
16,12,"Richard","Krajicek","NED",570,"1996-06-23"
17,19,"Todd","Martin","USA",512,"1996-06-23"
18,29,"Cedric","Pioline","FRA",508,"1996-06-23"
19,22,"Greg","Rusedski","GBR",483,"1996-06-23"
20,27,"Byron","Black","ZIM",411,"1996-06-23"
21,43,"Albert","Costa","ESP",402,"1996-06-23"
22,11,"Jim","Courier","USA",393,"1996-06-23"
23,10,"Goran","Ivanisevic","CRO",364,"1996-06-23"
24,16,"Michael","Stich","GER",333,"1996-06-23"
25,17,"Arnaud","Boetsch","FRA",312,"1996-06-23"
26,9,"Thomas","Enqvist","SWE",285,"1996-06-23"
27,21,"Bartlomiej","Dabrowski","POL",259,"1996-06-23"
28,33,"Javier","Frana","ARG",207,"1996-06-23"
29,49,"Tim","Henman","GBR",143,"1996-06-23"
30,53,"Jan","Siemerink","NED",123,"1996-06-23"
31,15,"Andrea","Gaudenzi","ITA",119,"1996-06-23"
32,25,"Mark","Knowles","BAH",92,"1996-06-23"
33,26,"Grant","Connell","CAN",80,"1996-06-23"
33,31,"Kenneth","Carlsen","DEN",80,"1996-06-23"
35,30,"Alejandro","Hernandez","MEX",74,"1996-06-23"
36,32,"Olivier","Rochus","BEL",66,"1996-06-23"
37,13,"Sergi","Bruguera","ESP",58,"1996-06-23"
37,35,"Nicolas","Periera","URG",58,"1996-06-23"
39,47,"Mariano","Zabaleta","ARG",37,"1996-06-23"
40,40,"Leander","Paes","IND",32,"1996-06-23"
40,52,"Paul","Haarhuis","NED",32,"1996-06-23"
40,55,"Richey","Reneberg","USA",32,"1996-06-23"
43,37,"Marat","Safin","RUS",30,"1996-06-23"
43,39,"Hicham","Arazi","MAR",30,"1996-06-23"
43,48,"Sebastien","Grosjean","FRA",30,"1996-06-23"
46,20,"Wojciech","Kowalski","POL",28,"1996-06-23"
47,41,"Shuzo","Matsuoka","JPN",24,"1996-06-23"
48,46,"Oliver","Gross","GER",6,"1996-06-23"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2440,"1996-07-07"
2,1,"Pete","Sampras","USA",2103,"1996-07-07"
3,23,"Stefan","Edberg","SWE",1924,"1996-07-07"
4,36,"Carlos","Moya","ESP",1899,"1996-07-07"
5,3,"Boris","Becker","GER",1866,"1996-07-07"
6,8,"Mark","Philippoussis","AUS",1296,"1996-07-07"
7,7,"Yevgeny","Kafelnikow","RUS",1225,"1996-07-07"
8,4,"Wayne","Ferreira","RSA",1208,"1996-07-07"
9,34,"Marcelo","Rios","CHI",1127,"1996-07-07"
10,6,"Michael","Chang","USA",952,"1996-07-07"
11,5,"Thomas","Muster","AUT",933,"1996-07-07"
12,44,"Petr","Korda","CZE",781,"1996-07-07"
13,9,"Thomas","Enqvist","SWE",772,"1996-07-07"
14,22,"Greg","Rusedski","GBR",750,"1996-07-07"
15,28,"Guy","Forget","FRA",700,"1996-07-07"
16,43,"Albert","Costa","ESP",669,"1996-07-07"
17,18,"Andrei","Medvedev","UKR",638,"1996-07-07"
18,14,"Marc","Rosset","SUI",600,"1996-07-07"
19,12,"Richard","Krajicek","NED",570,"1996-07-07"
20,19,"Todd","Martin","USA",554,"1996-07-07"
21,29,"Cedric","Pioline","FRA",510,"1996-07-07"
22,11,"Jim","Courier","USA",500,"1996-07-07"
23,10,"Goran","Ivanisevic","CRO",481,"1996-07-07"
24,27,"Byron","Black","ZIM",411,"1996-07-07"
25,17,"Arnaud","Boetsch","FRA",349,"1996-07-07"
26,16,"Michael","Stich","GER",335,"1996-07-07"
27,21,"Bartlomiej","Dabrowski","POL",261,"1996-07-07"
28,33,"Javier","Frana","ARG",209,"1996-07-07"
29,49,"Tim","Henman","GBR",143,"1996-07-07"
30,53,"Jan","Siemerink","NED",128,"1996-07-07"
31,15,"Andrea","Gaudenzi","ITA",119,"1996-07-07"
32,25,"Mark","Knowles","BAH",92,"1996-07-07"
33,26,"Grant","Connell","CAN",80,"1996-07-07"
33,31,"Kenneth","Carlsen","DEN",80,"1996-07-07"
35,30,"Alejandro","Hernandez","MEX",74,"1996-07-07"
36,32,"Olivier","Rochus","BEL",66,"1996-07-07"
37,13,"Sergi","Bruguera","ESP",58,"1996-07-07"
37,35,"Nicolas","Periera","URG",58,"1996-07-07"
39,47,"Mariano","Zabaleta","ARG",37,"1996-07-07"
40,40,"Leander","Paes","IND",32,"1996-07-07"
40,52,"Paul","Haarhuis","NED",32,"1996-07-07"
40,55,"Richey","Reneberg","USA",32,"1996-07-07"
43,37,"Marat","Safin","RUS",30,"1996-07-07"
43,39,"Hicham","Arazi","MAR",30,"1996-07-07"
43,48,"Sebastien","Grosjean","FRA",30,"1996-07-07"
46,20,"Wojciech","Kowalski","POL",28,"1996-07-07"
47,41,"Shuzo","Matsuoka","JPN",24,"1996-07-07"
48,46,"Oliver","Gross","GER",6,"1996-07-07"
49,50,"Vladimir","Voltchkov","BLR",5,"1996-07-07"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2440,"1996-07-14"
2,1,"Pete","Sampras","USA",2103,"1996-07-14"
3,23,"Stefan","Edberg","SWE",1950,"1996-07-14"
4,36,"Carlos","Moya","ESP",1899,"1996-07-14"
5,3,"Boris","Becker","GER",1866,"1996-07-14"
6,8,"Mark","Philippoussis","AUS",1296,"1996-07-14"
7,7,"Yevgeny","Kafelnikow","RUS",1225,"1996-07-14"
8,4,"Wayne","Ferreira","RSA",1208,"1996-07-14"
9,34,"Marcelo","Rios","CHI",1127,"1996-07-14"
10,6,"Michael","Chang","USA",952,"1996-07-14"
11,5,"Thomas","Muster","AUT",935,"1996-07-14"
12,44,"Petr","Korda","CZE",781,"1996-07-14"
13,9,"Thomas","Enqvist","SWE",774,"1996-07-14"
14,12,"Richard","Krajicek","NED",752,"1996-07-14"
15,22,"Greg","Rusedski","GBR",750,"1996-07-14"
16,28,"Guy","Forget","FRA",700,"1996-07-14"
17,43,"Albert","Costa","ESP",669,"1996-07-14"
18,18,"Andrei","Medvedev","UKR",638,"1996-07-14"
19,14,"Marc","Rosset","SUI",630,"1996-07-14"
20,19,"Todd","Martin","USA",554,"1996-07-14"
21,29,"Cedric","Pioline","FRA",510,"1996-07-14"
22,10,"Goran","Ivanisevic","CRO",507,"1996-07-14"
23,11,"Jim","Courier","USA",500,"1996-07-14"
24,27,"Byron","Black","ZIM",411,"1996-07-14"
25,17,"Arnaud","Boetsch","FRA",349,"1996-07-14"
26,21,"Bartlomiej","Dabrowski","POL",339,"1996-07-14"
27,16,"Michael","Stich","GER",335,"1996-07-14"
28,33,"Javier","Frana","ARG",235,"1996-07-14"
29,37,"Marat","Safin","RUS",212,"1996-07-14"
29,39,"Hicham","Arazi","MAR",212,"1996-07-14"
31,49,"Tim","Henman","GBR",173,"1996-07-14"
32,26,"Grant","Connell","CAN",166,"1996-07-14"
33,13,"Sergi","Bruguera","ESP",136,"1996-07-14"
34,53,"Jan","Siemerink","NED",130,"1996-07-14"
35,15,"Andrea","Gaudenzi","ITA",119,"1996-07-14"
36,25,"Mark","Knowles","BAH",92,"1996-07-14"
37,31,"Kenneth","Carlsen","DEN",80,"1996-07-14"
38,30,"Alejandro","Hernandez","MEX",74,"1996-07-14"
39,32,"Olivier","Rochus","BEL",66,"1996-07-14"
40,35,"Nicolas","Periera","URG",58,"1996-07-14"
41,47,"Mariano","Zabaleta","ARG",37,"1996-07-14"
42,40,"Leander","Paes","IND",32,"1996-07-14"
42,52,"Paul","Haarhuis","NED",32,"1996-07-14"
42,55,"Richey","Reneberg","USA",32,"1996-07-14"
45,48,"Sebastien","Grosjean","FRA",30,"1996-07-14"
45,54,"Christian","Ruud","NOR",30,"1996-07-14"
47,20,"Wojciech","Kowalski","POL",28,"1996-07-14"
48,41,"Shuzo","Matsuoka","JPN",24,"1996-07-14"
49,50,"Vladimir","Voltchkov","BLR",7,"1996-07-14"
50,46,"Oliver","Gross","GER",6,"1996-07-14"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2743,"1996-07-21"
2,1,"Pete","Sampras","USA",2103,"1996-07-21"
3,36,"Carlos","Moya","ESP",2029,"1996-07-21"
4,23,"Stefan","Edberg","SWE",1950,"1996-07-21"
5,3,"Boris","Becker","GER",1921,"1996-07-21"
6,34,"Marcelo","Rios","CHI",1430,"1996-07-21"
7,7,"Yevgeny","Kafelnikow","RUS",1379,"1996-07-21"
8,8,"Mark","Philippoussis","AUS",1339,"1996-07-21"
9,4,"Wayne","Ferreira","RSA",1251,"1996-07-21"
10,5,"Thomas","Muster","AUT",990,"1996-07-21"
11,6,"Michael","Chang","USA",980,"1996-07-21"
12,44,"Petr","Korda","CZE",784,"1996-07-21"
13,9,"Thomas","Enqvist","SWE",774,"1996-07-21"
14,12,"Richard","Krajicek","NED",752,"1996-07-21"
15,22,"Greg","Rusedski","GBR",750,"1996-07-21"
16,28,"Guy","Forget","FRA",722,"1996-07-21"
17,43,"Albert","Costa","ESP",691,"1996-07-21"
18,18,"Andrei","Medvedev","UKR",638,"1996-07-21"
19,14,"Marc","Rosset","SUI",633,"1996-07-21"
20,19,"Todd","Martin","USA",576,"1996-07-21"
21,29,"Cedric","Pioline","FRA",513,"1996-07-21"
22,10,"Goran","Ivanisevic","CRO",507,"1996-07-21"
23,11,"Jim","Courier","USA",500,"1996-07-21"
24,27,"Byron","Black","ZIM",411,"1996-07-21"
25,21,"Bartlomiej","Dabrowski","POL",367,"1996-07-21"
26,16,"Michael","Stich","GER",357,"1996-07-21"
27,17,"Arnaud","Boetsch","FRA",349,"1996-07-21"
28,33,"Javier","Frana","ARG",235,"1996-07-21"
29,37,"Marat","Safin","RUS",212,"1996-07-21"
29,39,"Hicham","Arazi","MAR",212,"1996-07-21"
31,49,"Tim","Henman","GBR",173,"1996-07-21"
32,26,"Grant","Connell","CAN",166,"1996-07-21"
33,13,"Sergi","Bruguera","ESP",164,"1996-07-21"
34,53,"Jan","Siemerink","NED",130,"1996-07-21"
35,15,"Andrea","Gaudenzi","ITA",119,"1996-07-21"
36,25,"Mark","Knowles","BAH",92,"1996-07-21"
37,31,"Kenneth","Carlsen","DEN",80,"1996-07-21"
38,30,"Alejandro","Hernandez","MEX",74,"1996-07-21"
39,32,"Olivier","Rochus","BEL",66,"1996-07-21"
40,35,"Nicolas","Periera","URG",58,"1996-07-21"
41,55,"Richey","Reneberg","USA",54,"1996-07-21"
42,47,"Mariano","Zabaleta","ARG",37,"1996-07-21"
43,40,"Leander","Paes","IND",32,"1996-07-21"
43,52,"Paul","Haarhuis","NED",32,"1996-07-21"
45,48,"Sebastien","Grosjean","FRA",30,"1996-07-21"
45,54,"Christian","Ruud","NOR",30,"1996-07-21"
47,20,"Wojciech","Kowalski","POL",28,"1996-07-21"
48,41,"Shuzo","Matsuoka","JPN",24,"1996-07-21"
49,46,"Oliver","Gross","GER",9,"1996-07-21"
50,50,"Vladimir","Voltchkov","BLR",7,"1996-07-21"
0,0,"A","B","c",0,"1971-01-01"
1,2,"Andre","Agassi","USA",2743,"1996-07-28"
2,1,"Pete","Sampras","USA",2103,"1996-07-28"
3,36,"Carlos","Moya","ESP",2029,"1996-07-28"
4,23,"Stefan","Edberg","SWE",1950,"1996-07-28"
5,3,"Boris","Becker","GER",1921,"1996-07-28"
6,34,"Marcelo","Rios","CHI",1430,"1996-07-28"
7,7,"Yevgeny","Kafelnikow","RUS",1379,"1996-07-28"
8,8,"Mark","Philippoussis","AUS",1339,"1996-07-28"
9,4,"Wayne","Ferreira","RSA",1251,"1996-07-28"
10,5,"Thomas","Muster","AUT",1020,"1996-07-28"
11,6,"Michael","Chang","USA",980,"1996-07-28"
12,44,"Petr","Korda","CZE",784,"1996-07-28"
13,9,"Thomas","Enqvist","SWE",774,"1996-07-28"
14,12,"Richard","Krajicek","NED",752,"1996-07-28"
15,22,"Greg","Rusedski","GBR",750,"1996-07-28"
16,28,"Guy","Forget","FRA",722,"1996-07-28"
17,18,"Andrei","Medvedev","UKR",716,"1996-07-28"
18,43,"Albert","Costa","ESP",693,"1996-07-28"
19,14,"Marc","Rosset","SUI",633,"1996-07-28"
20,19,"Todd","Martin","USA",576,"1996-07-28"
21,29,"Cedric","Pioline","FRA",513,"1996-07-28"
22,10,"Goran","Ivanisevic","CRO",507,"1996-07-28"
23,11,"Jim","Courier","USA",500,"1996-07-28"
24,27,"Byron","Black","ZIM",411,"1996-07-28"
25,39,"Hicham","Arazi","MAR",394,"1996-07-28"
26,21,"Bartlomiej","Dabrowski","POL",367,"1996-07-28"
27,16,"Michael","Stich","GER",357,"1996-07-28"
28,17,"Arnaud","Boetsch","FRA",349,"1996-07-28"
29,33,"Javier","Frana","ARG",235,"1996-07-28"
30,37,"Marat","Safin","RUS",212,"1996-07-28"
31,49,"Tim","Henman","GBR",173,"1996-07-28"
32,26,"Grant","Connell","CAN",166,"1996-07-28"
33,13,"Sergi","Bruguera","ESP",164,"1996-07-28"
34,53,"Jan","Siemerink","NED",130,"1996-07-28"
35,15,"Andrea","Gaudenzi","ITA",119,"1996-07-28"
36,25,"Mark","Knowles","BAH",92,"1996-07-28"
37,31,"Kenneth","Carlsen","DEN",80,"1996-07-28"
38,30,"Alejandro","Hernandez","MEX",74,"1996-07-28"
39,32,"Olivier","Rochus","BEL",66,"1996-07-28"
40,35,"Nicolas","Periera","URG",58,"1996-07-28"
