"Date","Tournament","TMN","Rnd","Win","Los","Score","Pts_W","Pts_L","Drop_date","Surface"
"1996-10-17","Toulouse",0,2,48,31,"6-3 1-6 6-4",52,4,"1997-10-17","Hard"
"1996-10-18","Toulouse",0,1,48,32,"6-4 7-6 0-0",104,0,"1997-10-18","Hard"
"1996-10-16","Ostrava",0,4,37,54,"6-2 5-7 6-4",26,2,"1997-10-16","Hard"
"1996-10-16","Ostrava",0,4,64,21,"6-3 7-6 0-0",26,0,"1997-10-16","Hard"
"1996-10-16","Ostrava",0,4,10,63,"5-7 7-6 6-4",26,2,"1997-10-16","Hard"
"1996-10-16","Ostrava",0,4,44,18,"4-6 6-2 7-5",26,2,"1997-10-16","Hard"
"1996-10-17","Ostrava",0,2,37,64,"6-3 7-6 0-0",52,0,"1997-10-17","Hard"
"1996-10-17","Ostrava",0,2,44,10,"2-6 6-4 6-3",52,4,"1997-10-17","Hard"
"1996-10-18","Ostrava",0,1,44,37,"7-5 6-3 0-0",104,0,"1997-10-18","Hard"
"1996-10-16","Tel Aviv",0,4,4,26,"6-4 7-6 0-0",26,0,"1997-10-16","Hard"
"1996-10-16","Tel Aviv",0,4,59,65,"7-5 6-2 0-0",26,0,"1997-10-16","Hard"
"1996-10-16","Tel Aviv",0,4,66,20,"6-3 3-6 7-6",26,2,"1997-10-16","Hard"
"1996-10-16","Tel Aviv",0,4,41,27,"7-6 5-7 7-6",26,2,"1997-10-16","Hard"
"1996-10-17","Tel Aviv",0,2,59,4,"6-4 4-6 6-3",52,4,"1997-10-17","Hard"
"1996-10-17","Tel Aviv",0,2,41,66,"6-3 6-3 0-0",52,0,"1997-10-17","Hard"
"1996-10-18","Tel Aviv",0,1,59,41,"3-6 7-5 7-5",104,8,"1997-10-18","Hard"
"1996-10-23","Stuttgart Masters",0,8,2,36,"7-6 6-2 0-0",32,0,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,8,34,"6-2 6-4 0-0",32,0,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,37,1,"6-2 6-2 0-0",32,0,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,56,4,"6-3 6-4 0-0",32,0,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,6,3,"2-6 7-6 6-2",32,4,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,5,28,"7-6 6-7 6-1",32,4,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,23,44,"5-7 7-6 6-3",32,4,"1997-10-23","Hard"
"1996-10-23","Stuttgart Masters",0,8,7,12,"6-2 6-2 0-0",32,0,"1997-10-23","Hard"
"1996-10-24","Stuttgart Masters",0,4,2,8,"4-6 7-6 6-2",65,8,"1997-10-24","Hard"
"1996-10-24","Stuttgart Masters",0,4,56,37,"6-0 6-3 0-0",65,0,"1997-10-24","Hard"
"1996-10-24","Stuttgart Masters",0,4,5,6,"7-5 5-7 6-4",65,8,"1997-10-24","Hard"
"1996-10-24","Stuttgart Masters",0,4,7,23,"6-2 3-6 6-4",65,8,"1997-10-24","Hard"
"1996-10-25","Stuttgart Masters",0,2,2,56,"6-4 6-7 6-2",130,16,"1997-10-25","Hard"
"1996-10-25","Stuttgart Masters",0,2,7,5,"6-7 6-2 7-6",130,16,"1997-10-25","Hard"
"1996-10-26","Stuttgart Masters",0,1,2,7,"6-2 6-3 6-2 0-0 0-0",260,0,"1997-10-26","Hard"
"1996-10-30","Paris Masters",0,8,2,29,"3-6 6-2 6-2",32,4,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,36,37,"3-6 6-4 6-2",32,4,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,1,8,"5-7 6-4 7-5",32,4,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,44,4,"7-6 6-3 0-0",32,0,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,7,3,"6-7 6-1 7-6",32,4,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,34,28,"7-5 3-6 6-3",32,4,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,23,5,"6-2 6-4 0-0",32,0,"1997-10-30","Hard"
"1996-10-30","Paris Masters",0,8,6,12,"6-3 6-2 0-0",32,0,"1997-10-30","Hard"
"1996-10-31","Paris Masters",0,4,36,2,"6-3 6-3 0-0",65,0,"1997-10-31","Hard"
"1996-10-31","Paris Masters",0,4,1,44,"6-7 6-3 6-0",65,8,"1997-10-31","Hard"
"1996-10-31","Paris Masters",0,4,7,34,"6-1 6-4 0-0",65,0,"1997-10-31","Hard"
"1996-10-31","Paris Masters",0,4,6,23,"7-6 6-3 0-0",65,0,"1997-10-31","Hard"
"1996-11-01","Paris Masters",0,2,1,36,"7-6 6-1 0-0",130,0,"1997-11-01","Hard"
"1996-11-01","Paris Masters",0,2,6,7,"4-6 7-5 6-3",130,16,"1997-11-01","Hard"
"1996-11-02","Paris Masters",0,1,1,6,"3-6 6-3 6-2 6-4 0-0",260,32,"1997-11-02","Hard"
"1996-11-07","Santiago",0,4,13,68,"6-4 6-3 0-0",26,0,"1997-11-07","Clay"
"1996-11-07","Santiago",0,4,15,30,"6-2 7-6 0-0",26,0,"1997-11-07","Clay"
"1996-11-07","Santiago",0,4,35,39,"6-4 6-2 0-0",26,0,"1997-11-07","Clay"
"1996-11-07","Santiago",0,4,67,33,"7-5 7-5 0-0",26,0,"1997-11-07","Clay"
"1996-11-08","Santiago",0,2,13,15,"7-5 6-0 0-0",52,0,"1997-11-08","Clay"
"1996-11-08","Santiago",0,2,67,35,"6-2 6-1 0-0",52,0,"1997-11-08","Clay"
"1996-11-09","Santiago",0,1,13,67,"4-6 6-4 6-2",104,8,"1997-11-09","Clay"
"1996-11-06","Moscow",0,8,11,19,"7-6 3-6 6-4",22,3,"1997-11-06","Hard"
"1996-11-06","Moscow",0,8,37,50,"6-3 6-0 0-0",22,0,"1997-11-06","Hard"
"1996-11-06","Moscow",0,8,27,18,"6-3 6-1 0-0",22,0,"1997-11-06","Hard"
"1996-11-06","Moscow",0,8,4,12,"6-1 6-7 6-2",22,3,"1997-11-06","Hard"
"1996-11-07","Moscow",0,4,11,7,"5-7 6-0 7-5",43,6,"1997-11-07","Hard"
"1996-11-07","Moscow",0,4,8,37,"6-4 6-3 0-0",43,0,"1997-11-07","Hard"
"1996-11-07","Moscow",0,4,34,27,"6-2 6-3 0-0",43,0,"1997-11-07","Hard"
"1996-11-07","Moscow",0,4,6,4,"6-4 3-6 7-5",43,6,"1997-11-07","Hard"
"1996-11-08","Moscow",0,2,11,8,"7-6 6-2 0-0",87,0,"1997-11-08","Hard"
"1996-11-08","Moscow",0,2,34,6,"6-4 6-1 0-0",87,0,"1997-11-08","Hard"
"1996-11-09","Moscow",0,1,11,34,"6-2 4-6 6-3",173,24,"1997-11-09","Hard"
"1996-11-07","Stockholm",0,4,59,5,"6-3 6-2 0-0",32,0,"1997-11-07","Hard"
"1996-11-07","Stockholm",0,4,9,49,"7-5 6-4 0-0",32,0,"1997-11-07","Hard"
"1996-11-07","Stockholm",0,4,69,10,"7-5 5-7 6-3",32,4,"1997-11-07","Hard"
"1996-11-07","Stockholm",0,4,56,21,"6-4 6-4 0-0",32,0,"1997-11-07","Hard"
"1996-11-08","Stockholm",0,2,59,9,"6-2 6-3 0-0",65,0,"1997-11-08","Hard"
"1996-11-08","Stockholm",0,2,56,69,"3-6 6-2 6-4",65,8,"1997-11-08","Hard"
"1996-11-09","Stockholm",0,1,59,56,"6-4 6-4 0-0",130,0,"1997-11-09","Hard"
"1996-11-21","ATP World Finals",0,4,2,1,"7-5 3-6 6-4",118,10,"1997-11-21","Hard"
"1996-11-21","ATP World Finals",0,4,6,3,"1-6 7-5 6-2",118,10,"1997-11-21","Hard"
"1996-11-22","ATP World Finals",0,4,36,23,"6-2 4-6 6-4",118,10,"1997-11-22","Hard"
"1996-11-22","ATP World Finals",0,4,34,7,"6-3 4-6 6-4",118,10,"1997-11-22","Hard"
"1996-11-23","ATP World Finals",0,4,3,2,"7-5 6-3 0-0",118,0,"1997-11-23","Hard"
"1996-11-23","ATP World Finals",0,4,6,1,"7-5 3-6 6-3",118,10,"1997-11-23","Hard"
"1996-11-24","ATP World Finals",0,4,34,23,"3-6 6-3 6-4",118,10,"1997-11-24","Hard"
"1996-11-24","ATP World Finals",0,4,36,7,"4-6 6-2 6-2",118,10,"1997-11-24","Hard"
"1996-11-25","ATP World Finals",0,4,6,2,"6-4 6-7 6-3",118,10,"1997-11-25","Hard"
"1996-11-25","ATP World Finals",0,4,3,1,"6-1 7-6 0-0",118,0,"1997-11-25","Hard"
"1996-11-26","ATP World Finals",0,4,23,7,"0-6 6-3 6-1",118,10,"1997-11-26","Hard"
"1996-11-26","ATP World Finals",0,4,36,34,"0-6 6-3 6-3",118,10,"1997-11-26","Hard"
"1996-11-27","ATP World Finals",0,2,36,3,"7-6 7-6 0-0",236,0,"1997-11-27","Hard"
"1996-11-27","ATP World Finals",0,2,34,6,"3-6 6-4 6-3",236,20,"1997-11-27","Hard"
"1996-11-28","ATP World Finals",0,1,36,34,"6-4 6-1 6-3 0-0 0-0",473,0,"1997-11-28","Hard"
"1997-01-03","Cape Town",0,4,2,7,"7-5 7-5 0-0",43,0,"1998-01-03","Hard"
"1997-01-03","Cape Town",0,4,8,27,"6-4 6-4 0-0",43,0,"1998-01-03","Hard"
"1997-01-03","Cape Town",0,4,65,4,"6-3 6-2 0-0",43,0,"1998-01-03","Hard"
"1997-01-03","Cape Town",0,4,3,5,"3-6 7-6 6-3",43,6,"1998-01-03","Hard"
"1997-01-04","Cape Town",0,2,8,2,"7-5 4-6 6-4",87,12,"1998-01-04","Hard"
"1997-01-04","Cape Town",0,2,3,65,"6-2 3-6 6-1",87,12,"1998-01-04","Hard"
"1997-01-05","Cape Town",0,1,8,3,"6-3 2-6 6-3",173,24,"1998-01-05","Hard"
"1997-01-10","Doha",0,4,27,4,"6-4 7-6 0-0",32,0,"1998-01-10","Hard"
"1997-01-10","Doha",0,4,54,72,"6-2 6-2 0-0",32,0,"1998-01-10","Hard"
"1997-01-10","Doha",0,4,39,16,"3-6 6-4 7-6",32,4,"1998-01-10","Hard"
"1997-01-10","Doha",0,4,56,17,"7-6 7-5 0-0",32,0,"1998-01-10","Hard"
"1997-01-11","Doha",0,2,27,54,"6-4 6-2 0-0",65,0,"1998-01-11","Hard"
"1997-01-11","Doha",0,2,56,39,"6-3 6-7 6-3",65,8,"1998-01-11","Hard"
"1997-01-12","Doha",0,1,56,27,"6-7 7-6 6-4",130,16,"1998-01-12","Hard"
"1997-01-10","Hobart",0,4,37,31,"6-1 6-4 0-0",26,0,"1998-01-10","Hard"
"1997-01-10","Hobart",0,4,60,71,"7-5 4-6 7-5",26,2,"1998-01-10","Hard"
"1997-01-10","Hobart",0,4,49,21,"7-6 6-2 0-0",26,0,"1998-01-10","Hard"
"1997-01-10","Hobart",0,4,26,41,"6-4 6-1 0-0",26,0,"1998-01-10","Hard"
"1997-01-11","Hobart",0,2,60,37,"6-2 4-6 7-6",52,4,"1998-01-11","Hard"
"1997-01-11","Hobart",0,2,26,49,"6-4 6-1 0-0",52,0,"1998-01-11","Hard"
"1997-01-12","Hobart",0,1,26,60,"6-4 6-4 0-0",104,0,"1998-01-12","Hard"
"1997-01-10","Perth",0,4,10,7,"6-2 7-5 0-0",26,0,"1998-01-10","Hard"
"1997-01-10","Perth",0,4,61,18,"6-2 6-4 0-0",26,0,"1998-01-10","Hard"
"1997-01-10","Perth",0,4,33,19,"4-6 6-2 6-3",26,2,"1998-01-10","Hard"
"1997-01-10","Perth",0,4,59,9,"7-6 6-2 0-0",26,0,"1998-01-10","Hard"
"1997-01-11","Perth",0,2,10,61,"2-6 6-4 6-1",52,4,"1998-01-11","Hard"
"1997-01-11","Perth",0,2,59,33,"2-6 7-6 7-6",52,4,"1998-01-11","Hard"
"1997-01-12","Perth",0,1,10,59,"7-6 5-7 7-5",104,8,"1998-01-12","Hard"
"1997-01-17","Auckland",0,4,22,7,"6-3 6-3 0-0",26,0,"1998-01-17","Hard"
"1997-01-17","Auckland",0,4,39,70,"0-6 6-3 7-5",26,2,"1998-01-17","Hard"
"1997-01-17","Auckland",0,4,26,21,"6-3 6-3 0-0",26,0,"1998-01-17","Hard"
"1997-01-17","Auckland",0,4,17,29,"3-6 6-4 6-3",26,2,"1998-01-17","Hard"
"1997-01-18","Auckland",0,2,22,39,"6-1 6-4 0-0",52,0,"1998-01-18","Hard"
"1997-01-18","Auckland",0,2,26,17,"3-6 6-4 6-4",52,4,"1998-01-18","Hard"
"1997-01-19","Auckland",0,1,22,26,"6-3 6-3 0-0",104,0,"1998-01-19","Hard"
"1997-01-17","Adelaide",0,4,4,18,"6-4 6-3 0-0",26,0,"1998-01-17","Hard"
"1997-01-17","Adelaide",0,4,11,71,"2-6 6-2 6-3",26,2,"1998-01-17","Hard"
"1997-01-17","Adelaide",0,4,14,44,"6-4 6-3 0-0",26,0,"1998-01-17","Hard"
"1997-01-17","Adelaide",0,4,12,59,"6-1 3-6 6-4",26,2,"1998-01-17","Hard"
"1997-01-18","Adelaide",0,2,11,4,"6-2 2-6 7-5",52,4,"1998-01-18","Hard"
"1997-01-18","Adelaide",0,2,12,14,"7-6 7-5 0-0",52,0,"1998-01-18","Hard"
"1997-01-19","Adelaide",0,1,11,12,"6-4 4-6 7-5",104,8,"1998-01-19","Hard"
"1997-01-22","Australian Open",0,16,2,59,"6-2 3-6 7-5 7-5 0-0",32,2,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,14,18,"6-2 6-3 6-1 0-0 0-0",32,0,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,9,44,"6-4 6-4 6-4 0-0 0-0",32,0,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,22,7,"6-3 6-3 5-7 2-6 7-5",32,5,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,1,61,"6-1 6-0 7-5 0-0 0-0",32,0,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,28,29,"6-7 6-3 7-6 6-2 0-0",32,2,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,3,27,"3-6 6-3 6-4 6-2 0-0",32,2,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,10,73,"3-6 6-0 5-7 6-0 6-1",32,5,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,19,34,"6-1 2-6 4-6 6-0 7-6",32,5,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,13,43,"3-6 6-4 7-5 4-6 7-6",32,5,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,8,37,"7-6 1-6 7-6 6-4 0-0",32,2,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,23,39,"6-2 7-6 7-5 0-0 0-0",32,0,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,4,6,"6-2 6-2 6-4 0-0 0-0",32,0,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,56,26,"4-6 6-3 6-1 6-4 0-0",32,2,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,5,12,"6-3 2-6 6-2 2-6 6-3",32,5,"1998-01-22","Hard"
"1997-01-22","Australian Open",0,16,11,36,"7-6 7-5 4-6 6-1 0-0",32,2,"1998-01-22","Hard"
"1997-01-23","Australian Open",0,8,2,14,"6-4 6-4 4-6 6-2 0-0",65,5,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,22,9,"6-3 7-5 5-7 4-6 7-5",65,10,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,28,1,"1-6 7-6 6-2 6-4 0-0",65,5,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,3,10,"6-3 2-6 6-2 0-6 6-4",65,10,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,13,19,"5-7 6-3 6-2 6-2 0-0",65,5,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,23,8,"1-6 5-7 7-6 6-3 6-4",65,10,"1998-01-23","Hard"
"1997-01-23","Australian Open",0,8,4,56,"6-2 2-6 2-6 7-5 7-6",65,10,"1998-01-23","Hard"
"1997-01-24","Australian Open",0,4,2,22,"7-5 3-6 6-1 6-1 0-0",130,10,"1998-01-24","Hard"
"1997-01-24","Australian Open",0,4,28,3,"7-6 6-4 6-4 0-0 0-0",130,0,"1998-01-24","Hard"
"1997-01-24","Australian Open",0,4,13,23,"3-6 7-5 6-4 6-3 0-0",130,10,"1998-01-24","Hard"
"1997-01-23","Australian Open",0,8,5,11,"6-2 6-1 1-6 6-4 0-0",65,5,"1998-01-23","Hard"
"1997-01-24","Australian Open",0,4,5,4,"6-2 3-6 6-7 6-1 6-2",130,20,"1998-01-24","Hard"
"1997-01-25","Australian Open",0,2,28,2,"7-6 6-1 1-6 6-3 0-0",260,20,"1998-01-24","Hard"
"1997-01-25","Australian Open",0,2,13,5,"2-6 6-1 6-1 6-4 0-0",260,20,"1998-01-24","Hard"
"1997-01-26","Australian Open",0,1,28,13,"3-6 6-1 2-6 7-5 6-4",520,80,"1998-01-26","Hard"
"1997-01-31","Shanghai",0,4,23,27,"7-5 3-6 6-4",26,2,"1998-01-31","Hard"
"1997-01-31","Shanghai",0,4,59,40,"2-6 6-2 6-3",26,2,"1998-01-31","Hard"
"1997-01-31","Shanghai",0,4,33,24,"2-6 7-5 6-3",26,2,"1998-01-31","Hard"
"1997-01-31","Shanghai",0,4,21,4,"4-6 6-4 7-6",26,2,"1998-01-31","Hard"
"1997-02-01","Shanghai",0,2,59,23,"6-3 6-2 0-0",52,0,"1998-02-01","Hard"
"1997-02-01","Shanghai",0,2,33,21,"6-4 4-6 7-6",52,4,"1998-02-01","Hard"
"1997-02-02","Shanghai",0,1,59,33,"3-6 6-1 6-3",104,8,"1998-02-02","Hard"
"1997-01-31","Zagreb",0,4,36,10,"7-5 6-3 0-0",26,0,"1998-01-31","Hard"
"1997-01-31","Zagreb",0,4,9,29,"6-2 3-6 6-3",26,2,"1998-01-31","Hard"
"1997-01-31","Zagreb",0,4,18,43,"7-6 7-5 0-0",26,0,"1998-01-31","Hard"
"1997-01-31","Zagreb",0,4,37,64,"6-2 6-1 0-0",26,0,"1998-01-31","Hard"
"1997-02-01","Zagreb",0,2,9,36,"6-2 4-6 7-6",52,4,"1998-02-01","Hard"
"1997-02-01","Zagreb",0,2,37,18,"3-6 6-4 6-4",52,4,"1998-02-01","Hard"
"1997-02-02","Zagreb",0,1,9,37,"6-4 6-2 0-0",104,0,"1998-02-02","Hard"
"1997-02-07","Marseille",0,4,7,21,"7-5 3-6 6-4",26,2,"1998-02-07","Hard"
"1997-02-07","Marseille",0,4,48,15,"2-6 6-2 6-3",26,2,"1998-02-07","Hard"
"1997-02-07","Marseille",0,4,31,53,"6-2 6-3 0-0",26,0,"1998-02-07","Hard"
"1997-02-07","Marseille",0,4,16,32,"6-3 6-3 0-0",26,0,"1998-02-07","Hard"
"1997-02-08","Marseille",0,2,48,7,"6-4 6-1 0-0",52,0,"1998-02-08","Hard"
"1997-02-08","Marseille",0,2,16,31,"3-6 6-3 6-2",52,4,"1998-02-08","Hard"
"1997-02-09","Marseille",0,1,16,48,"4-6 6-4 6-2",104,8,"1998-02-09","Hard"
"1997-02-07","San Jose",0,4,67,11,"2-6 6-1 6-3",26,2,"1998-02-07","Hard"
"1997-02-07","San Jose",0,4,55,25,"6-4 6-4 0-0",26,0,"1998-02-07","Hard"
"1997-02-07","San Jose",0,4,47,30,"2-6 6-0 6-0",26,2,"1998-02-07","Hard"
"1997-02-07","San Jose",0,4,19,20,"6-3 3-6 7-5",26,2,"1998-02-07","Hard"
"1997-02-08","San Jose",0,2,67,55,"5-7 7-5 6-1",52,4,"1998-02-08","Hard"
"1997-02-08","San Jose",0,2,19,47,"6-0 4-6 7-6",52,4,"1998-02-08","Hard"
"1997-02-09","San Jose",0,1,67,19,"6-1 7-5 0-0",104,0,"1998-02-09","Hard"
"1997-02-06","Dubai",0,8,26,17,"3-6 7-5 7-5",22,3,"1998-02-06","Hard"
"1997-02-06","Dubai",0,8,14,33,"6-4 6-3 0-0",22,0,"1998-02-06","Hard"
"1997-02-06","Dubai",0,8,27,39,"6-2 6-3 0-0",22,0,"1998-02-06","Hard"
"1997-02-06","Dubai",0,8,49,72,"6-2 6-1 0-0",22,0,"1998-02-06","Hard"
"1997-02-07","Dubai",0,4,26,36,"7-6 6-4 0-0",43,0,"1998-02-07","Hard"
"1997-02-07","Dubai",0,4,14,18,"6-7 6-2 7-5",43,6,"1998-02-07","Hard"
"1997-02-07","Dubai",0,4,29,27,"4-6 7-6 6-3",43,6,"1998-02-07","Hard"
"1997-02-07","Dubai",0,4,49,56,"6-1 6-1 0-0",43,0,"1998-02-07","Hard"
"1997-02-08","Dubai",0,2,14,26,"6-2 6-3 0-0",87,0,"1998-02-08","Hard"
"1997-02-08","Dubai",0,2,29,49,"6-2 6-3 0-0",87,0,"1998-02-08","Hard"
"1997-02-09","Dubai",0,1,14,29,"6-2 3-6 6-3",173,24,"1998-02-09","Hard"
"1997-02-13","Antwerp",0,8,49,32,"6-4 6-0 0-0",22,0,"1998-02-13","Hard"
"1997-02-13","Antwerp",0,8,39,62,"7-5 6-1 0-0",22,0,"1998-02-13","Hard"
"1997-02-13","Antwerp",0,8,16,18,"6-2 7-5 0-0",22,0,"1998-02-13","Hard"
"1997-02-13","Antwerp",0,8,44,27,"6-4 1-6 6-4",22,3,"1998-02-13","Hard"
"1997-02-14","Antwerp",0,4,49,3,"6-3 7-6 0-0",43,0,"1998-02-14","Hard"
"1997-02-14","Antwerp",0,4,4,39,"6-2 6-3 0-0",43,0,"1998-02-14","Hard"
"1997-02-14","Antwerp",0,4,29,16,"6-3 5-7 7-5",43,6,"1998-02-14","Hard"
"1997-02-14","Antwerp",0,4,56,44,"7-5 3-6 7-5",43,6,"1998-02-14","Hard"
"1997-02-15","Antwerp",0,2,49,4,"7-5 3-6 6-1",87,12,"1998-02-15","Hard"
"1997-02-15","Antwerp",0,2,29,56,"6-3 6-4 0-0",87,0,"1998-02-15","Hard"
"1997-02-16","Antwerp",0,1,49,29,"6-3 6-1 0-0",173,0,"1998-02-16","Hard"
"1997-02-13","Memphis",0,8,61,21,"6-3 6-3 0-0",22,0,"1998-02-13","Hard"
"1997-02-13","Memphis",0,8,15,33,"3-6 6-4 7-6",22,3,"1998-02-13","Hard"
"1997-02-13","Memphis",0,8,48,55,"6-3 6-2 0-0",22,0,"1998-02-13","Hard"
"1997-02-13","Memphis",0,8,17,35,"6-4 7-5 0-0",22,0,"1998-02-13","Hard"
"1997-02-14","Memphis",0,4,36,61,"2-6 6-3 6-2",43,6,"1998-02-14","Hard"
"1997-02-14","Memphis",0,4,15,59,"7-5 6-4 0-0",43,0,"1998-02-14","Hard"
"1997-02-14","Memphis",0,4,18,48,"7-5 6-3 0-0",43,0,"1998-02-14","Hard"
"1997-02-14","Memphis",0,4,17,6,"6-0 6-7 6-2",43,6,"1998-02-14","Hard"
"1997-02-15","Memphis",0,2,15,36,"4-6 6-2 6-0",87,12,"1998-02-15","Hard"
"1997-02-15","Memphis",0,2,17,18,"6-7 6-4 6-3",87,12,"1998-02-15","Hard"
"1997-02-16","Memphis",0,1,15,17,"7-5 3-6 6-2",173,24,"1998-02-16","Hard"
"1997-02-28","Philadelphia",0,4,67,8,"2-6 6-2 6-2",32,4,"1998-02-28","Hard"
"1997-02-28","Philadelphia",0,4,27,19,"6-2 6-3 0-0",32,0,"1998-02-28","Hard"
"1997-02-28","Philadelphia",0,4,11,55,"6-4 6-3 0-0",32,0,"1998-02-28","Hard"
"1997-02-28","Philadelphia",0,4,61,33,"6-4 6-2 0-0",32,0,"1998-02-28","Hard"
"1997-03-01","Philadelphia",0,2,67,27,"6-2 6-3 0-0",65,0,"1998-03-01","Hard"
"1997-03-01","Philadelphia",0,2,11,61,"7-5 3-6 6-3",65,8,"1998-03-01","Hard"
"1997-03-02","Philadelphia",0,1,67,11,"2-6 6-3 6-2",130,16,"1998-03-02","Hard"
"1997-02-28","Milan",0,4,32,4,"6-3 6-4 0-0",26,0,"1998-02-28","Hard"
"1997-02-28","Milan",0,4,58,15,"6-2 6-2 0-0",26,0,"1998-02-28","Hard"
"1997-02-28","Milan",0,4,31,10,"6-3 4-6 6-3",26,2,"1998-02-28","Hard"
"1997-02-28","Milan",0,4,21,29,"7-6 7-5 0-0",26,0,"1998-02-28","Hard"
"1997-03-01","Milan",0,2,32,58,"6-4 6-2 0-0",52,0,"1998-03-01","Hard"
"1997-03-01","Milan",0,2,31,21,"3-6 6-3 7-5",52,4,"1998-03-01","Hard"
"1997-03-02","Milan",0,1,31,32,"1-6 6-4 6-4",104,8,"1998-03-02","Hard"
"1997-03-07","Scottsdale",0,4,5,55,"6-3 7-5 0-0",26,0,"1998-03-07","Clay"
"1997-03-07","Scottsdale",0,4,67,69,"4-6 7-6 6-2",26,2,"1998-03-07","Clay"
"1997-03-07","Scottsdale",0,4,20,43,"6-1 6-4 0-0",26,0,"1998-03-07","Clay"
"1997-03-07","Scottsdale",0,4,39,31,"7-5 6-3 0-0",26,0,"1998-03-07","Clay"
"1997-03-08","Scottsdale",0,2,67,5,"7-5 7-6 0-0",52,0,"1998-03-08","Clay"
"1997-03-08","Scottsdale",0,2,39,20,"6-4 5-7 6-2",52,4,"1998-03-08","Clay"
"1997-03-09","Scottsdale",0,1,67,39,"6-3 3-6 6-3",104,8,"1998-03-09","Clay"
"1997-03-07","Mexico City",0,4,47,13,"6-4 7-6 0-0",26,0,"1998-03-07","Clay"
"1997-03-07","Mexico City",0,4,30,35,"6-4 6-2 0-0",26,0,"1998-03-07","Clay"
"1997-03-07","Mexico City",0,4,25,33,"6-4 6-7 6-2",26,2,"1998-03-07","Clay"
"1997-03-07","Mexico City",0,4,73,57,"4-6 6-2 6-1",26,2,"1998-03-07","Clay"
"1997-03-08","Mexico City",0,2,47,30,"6-3 6-1 0-0",52,0,"1998-03-08","Clay"
"1997-03-08","Mexico City",0,2,73,25,"6-0 4-6 7-6",52,4,"1998-03-08","Clay"
"1997-03-09","Mexico City",0,1,47,73,"6-1 7-5 0-0",104,0,"1998-03-09","Clay"
"1997-03-06","Rotterdam",0,8,52,4,"7-5 6-2 0-0",22,0,"1998-03-06","Hard"
"1997-03-06","Rotterdam",0,8,44,26,"6-2 6-3 0-0",22,0,"1998-03-06","Hard"
"1997-03-06","Rotterdam",0,8,49,14,"6-3 4-6 7-5",22,3,"1998-03-06","Hard"
"1997-03-06","Rotterdam",0,8,29,18,"6-2 3-6 6-4",22,3,"1998-03-06","Hard"
"1997-03-07","Rotterdam",0,4,3,52,"6-2 5-7 6-4",43,6,"1998-03-07","Hard"
"1997-03-07","Rotterdam",0,4,44,7,"6-3 6-3 0-0",43,0,"1998-03-07","Hard"
"1997-03-07","Rotterdam",0,4,49,12,"6-3 6-4 0-0",43,0,"1998-03-07","Hard"
"1997-03-07","Rotterdam",0,4,29,56,"6-2 6-2 0-0",43,0,"1998-03-07","Hard"
"1997-03-08","Rotterdam",0,2,44,3,"7-5 5-7 6-3",87,12,"1998-03-08","Hard"
"1997-03-08","Rotterdam",0,2,49,29,"6-4 6-4 0-0",87,0,"1998-03-08","Hard"
"1997-03-09","Rotterdam",0,1,44,49,"6-3 6-4 0-0",173,0,"1998-03-09","Hard"
"1997-03-13","Indian Wells",0,8,23,44,"3-6 6-1 6-4",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,3,12,"4-6 6-3 6-1",32,4,"1998-03-13","Hard"
"1997-03-13","Indian Wells",0,8,19,1,"6-3 7-6 0-0",32,0,"1998-03-13","Hard"
