"Date","Tournament","TMN","Rnd","Win","Los","Score","Pts_W","Pts_L","Drop_date","Surface"
"1997-06-13","Oporto",0,4,20,21,"6-3 6-2 0-0",26,0,"1998-06-13","Clay"
"1997-06-13","Oporto",0,4,75,38,"7-5 7-6 0-0",26,0,"1998-06-13","Clay"
"1997-06-14","Oporto",0,2,33,62,"4-6 6-4 6-2",52,4,"1998-06-14","Clay"
"1997-06-14","Oporto",0,2,20,75,"6-1 2-6 6-3",52,4,"1998-06-14","Clay"
"1997-06-15","Oporto",0,1,20,33,"4-6 6-4 6-4",104,8,"1998-06-15","Clay"
"1997-06-20","Bologna",0,4,13,21,"6-2 6-4 0-0",26,0,"1998-06-20","Clay"
"1997-06-20","Bologna",0,4,20,35,"6-4 3-6 6-4",26,2,"1998-06-20","Clay"
"1997-06-20","Bologna",0,4,47,33,"2-6 6-3 7-6",26,2,"1998-06-20","Clay"
"1997-06-20","Bologna",0,4,48,58,"6-0 6-2 0-0",26,0,"1998-06-20","Clay"
"1997-06-21","Bologna",0,2,13,20,"7-5 2-6 6-1",52,4,"1998-06-21","Clay"
"1997-06-21","Bologna",0,2,48,47,"6-1 6-3 0-0",52,0,"1998-06-21","Clay"
"1997-06-22","Bologna",0,1,13,48,"6-3 6-1 0-0",104,0,"1998-06-22","Clay"
"1997-06-20","Halle",0,4,8,49,"6-2 7-5 0-0",32,0,"1998-06-20","Grass"
"1997-06-20","Halle",0,4,17,27,"7-5 4-6 7-5",32,4,"1998-06-20","Grass"
"1997-06-20","Halle",0,4,58,22,"3-6 7-6 6-4",32,4,"1998-06-20","Grass"
"1997-06-20","Halle",0,4,4,14,"7-5 7-6 0-0",32,0,"1998-06-20","Grass"
"1997-06-21","Halle",0,2,8,17,"5-7 6-3 6-3",65,8,"1998-06-21","Grass"
"1997-06-21","Halle",0,2,4,58,"6-3 6-0 0-0",65,0,"1998-06-21","Grass"
"1997-06-22","Halle",0,1,8,4,"6-4 3-6 6-2",130,16,"1998-06-22","Grass"
"1997-06-20","Nottingham",0,4,53,56,"6-3 7-5 0-0",26,0,"1998-06-20","Grass"
"1997-06-20","Nottingham",0,4,55,74,"6-2 6-0 0-0",26,0,"1998-06-20","Grass"
"1997-06-20","Nottingham",0,4,10,40,"6-4 6-2 0-0",26,0,"1998-06-20","Grass"
"1997-06-20","Nottingham",0,4,51,46,"6-2 6-1 0-0",26,0,"1998-06-20","Grass"
"1997-06-21","Nottingham",0,2,55,53,"6-2 7-6 0-0",52,0,"1998-06-21","Grass"
"1997-06-21","Nottingham",0,2,51,10,"6-3 2-6 7-6",52,4,"1998-06-21","Grass"
"1997-06-22","Nottingham",0,1,51,55,"6-0 1-6 6-4",104,8,"1998-06-22","Grass"
"1997-07-02","Wimbledon",0,16,22,23,"5-7 2-6 6-4 6-2 6-2",32,5,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,11,39,"6-3 6-2 2-6 7-6 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,67,33,"3-6 6-4 7-6 6-3 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,6,26,"6-4 3-6 6-4 6-0 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,10,56,"6-0 6-3 6-4 0-0 0-0",32,0,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,2,8,"6-4 1-6 6-1 6-0 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,37,5,"7-6 6-1 6-1 0-0 0-0",32,0,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,43,9,"6-4 6-0 6-3 0-0 0-0",32,0,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,13,59,"6-2 2-6 7-6 2-6 7-5",32,5,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,28,44,"6-3 6-4 6-4 0-0 0-0",32,0,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,12,36,"6-7 6-7 6-4 6-3 7-6",32,5,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,29,4,"6-3 2-6 7-5 6-3 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,15,34,"6-2 5-7 4-6 6-3 6-4",32,5,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,16,51,"6-3 4-6 1-6 6-4 7-6",32,5,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,1,7,"4-6 6-3 6-0 7-5 0-0",32,2,"1998-07-02","Grass"
"1997-07-02","Wimbledon",0,16,49,3,"4-6 4-6 6-2 6-3 6-1",32,5,"1998-07-02","Grass"
"1997-07-03","Wimbledon",0,8,22,11,"7-6 6-2 6-2 0-0 0-0",65,0,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,6,67,"6-3 4-6 6-3 6-2 0-0",65,5,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,2,10,"6-4 6-1 4-6 7-5 0-0",65,5,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,37,43,"3-6 6-7 6-1 6-1 6-2",65,10,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,13,28,"6-4 6-3 4-6 3-6 6-4",65,10,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,29,12,"4-6 7-5 6-7 6-1 6-4",65,10,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,15,16,"6-4 6-4 6-4 0-0 0-0",65,0,"1998-07-03","Grass"
"1997-07-03","Wimbledon",0,8,1,49,"6-7 6-4 6-3 5-7 6-0",65,10,"1998-07-03","Grass"
"1997-07-04","Wimbledon",0,4,22,6,"7-6 6-4 7-6 0-0 0-0",130,0,"1998-07-04","Grass"
"1997-07-04","Wimbledon",0,4,37,2,"3-6 6-4 3-6 6-3 6-2",130,20,"1998-07-04","Grass"
"1997-07-04","Wimbledon",0,4,29,13,"6-1 6-1 6-3 0-0 0-0",130,0,"1998-07-04","Grass"
"1997-07-04","Wimbledon",0,4,1,15,"6-2 6-0 6-4 0-0 0-0",130,0,"1998-07-04","Grass"
"1997-07-05","Wimbledon",0,2,22,37,"6-3 3-6 6-3 6-4 0-0",260,20,"1998-07-05","Grass"
"1997-07-05","Wimbledon",0,2,29,1,"6-1 6-4 6-4 0-0 0-0",260,0,"1998-07-05","Grass"
"1997-07-06","Wimbledon",0,1,29,22,"3-6 6-0 4-6 6-3 6-3",520,80,"1998-07-06","Grass"
